,4,5,6,7,8,9,10,11,12,13,14,15
Air Force,0.5318879720676227,0.4761708255783597,0.5211482254697286,0.590419234413768,0.62797380258741,0.5476361334169081,0.5715627214153253,0.6356507488701215,0.6809356220735138,0.6747201256952823,0.6968062524631,0.6104151774359926
Akron,0.40243811456452655,0.3877135951356314,0.4363704145541306,0.344033334841912,0.33242498347699634,0.27784502760729496,0.24644966858449316,0.32789216667135207,0.3052649879123024,0.28612223518640567,0.2956521269294437,0.2874273091919728
Alabama,0.5990032677300468,0.5316655578106974,0.5552818371607515,0.6351498680739097,0.7028816597479848,0.6846159666074566,0.6055669839442009,0.5540346150259488,0.4962638454948831,0.4485751518726697,0.46128594163520603,0.5171781203196799
Arizona,0.21116996672585392,0.4087278193715735,0.26798836862511183,0.22548594429366178,0.12828220107968064,0.22623450708154844,0.3344312316316991,0.35727639714062476,0.47906084962800494,0.48278090337147705,0.44669868334523,0.43490275228063724
Arizona State,0.8600098479535656,0.9064560682493832,0.9244557113033105,0.9834086161187654,0.8924630453064508,0.9320453632380332,0.8043110393576005,0.8899269381500456,0.854775989996289,0.7738094692275339,0.8489639006486617,0.7718806053411773
Arkansas,0.2870976887151406,0.3827953276458848,0.4265857441097524,0.38014514841972064,0.43753531881379937,0.46729999315451676,0.5610856495618161,0.519432225368453,0.5981012153982452,0.6772931540611549,0.7019115095834039,0.6433993677251768
Arkansas State,0.23839508199167406,0.37622640873834656,0.2816355502535043,0.3799187733360107,0.3008406041890422,0.28058454060729293,0.3280654536891724,0.31403509818883657,0.3746892746186772,0.3549484489541418,0.36784708310725844,0.36136854866344054
Army,0.16474134200749047,0.29595716728004656,0.38488368625111835,0.34922463076261123,0.2787326784714284,0.29440982378540065,0.253307211274416,0.22692401106011612,0.22471082170276208,0.25126911822814957,0.22163313809316923,0.22012697110357302
Auburn,0.4538265268058313,0.6490218206011404,0.6992573814494483,0.7713534558114836,0.6412666392036688,0.6627797912703647,0.6605471168318271,0.6277638598643824,0.6185810409074115,0.6718093233697382,0.6955899656323722,0.7524297297095175
BYU,0.4357570241274863,0.5655460203299619,0.5107127945123769,0.5960544526681274,0.600115802049741,0.5753980400722648,0.5848303960792631,0.6670680202033987,0.7103614110573708,0.7506538315240803,0.8105327488217453,0.8440344967453135
Ball State,0.36528447156776445,0.49629445600087596,0.3799761407694602,0.49794838200814506,0.5197333114185719,0.4409569466927831,0.3772407056222548,0.40238143222278006,0.47518273424784785,0.5139084784059457,0.5324760282055803,0.46092417842767247
Baylor,0.5277070681448546,0.4588516182279079,0.3611273486430062,0.32840700974728204,0.2544156679261472,0.22215201465955023,0.19084935442802703,0.17758566315573743,0.15394565266124438,0.1830885973805046,0.18950769297661196,0.19047080876544537
Boise State,0.4718094868619348,0.6031014982188125,0.649025946913212,0.712231628704137,0.7160591077276656,0.7438336038015985,0.7497319433400368,0.7950549932116334,0.8053723823148393,0.7541991581906786,0.7807173541113989,0.7067366359043645
Boston College,0.8252435876393264,0.867573121331301,0.8590098419325977,0.9082502050558652,0.8402315762810263,0.8911619719419651,0.7502084011699814,0.6928479597835919,0.7691458497231152,0.8101066985664913,0.7882351933714598,0.8066138929713917
Bowling Green,0.4601829331980484,0.5948745589139388,0.4879331941544885,0.43355463143176104,0.4790576096265457,0.397361434975991,0.4468065184671736,0.5142655640103468,0.5651309614367529,0.6087636116842363,0.6280309143753492,0.5750545552762757
Buffalo,0.16381921544636602,0.12145341541674742,0.2326424097822845,0.3489945774148348,0.23286340620455112,0.31849095740238553,0.27666364575224967,0.3031835617056886,0.28161963200557355,0.34472664052800184,0.3550772310152097,0.3484087699155192
California,0.7717363732672825,0.945389545312908,0.8390539815090963,0.7119692066325751,0.568708765417703,0.5148782284181392,0.550484790383011,0.5281368685422351,0.45379205370760417,0.46165098214550504,0.39659664477326584,0.44752641359035894
Central Michigan,0.24237902684313412,0.37103864713957274,0.43528183716075153,0.5302088176994065,0.4373124910507641,0.4836402189790734,0.46857989887739376,0.5381365068890616,0.4749812713725466,0.5218959013221012,0.5890185582437718,0.5141190952912642
Cincinnati,0.7457974604216716,0.8031092882829016,0.8625171488219505,0.7555933007570574,0.5807296610962527,0.55948029875904,0.6331135396825176,0.7866635251492395,0.71562597775637,0.7291122732912826,0.7513420226450114,0.7674525468148106
Clemson,0.7614348169921964,0.6147034301547065,0.48709812108559497,0.5108941648077701,0.5856372230721018,0.6583771472463434,0.6581887160810937,0.7951126204518968,0.7136126081463283,0.7589811474076765,0.7829174384050741,0.6955501987161796
Colorado,0.35549620256942066,0.6163035514270556,0.6846107963018192,0.584277533910505,0.4742309143563246,0.5584377970784832,0.48747881050970776,0.41058812250843396,0.4190638113121494,0.48645343575730826,0.5006698459574755,0.421927217258809
Colorado State,0.08695544049697357,0.0783775191382926,0.019238890545779874,0.0,0.10251858253531071,0.08928394957147262,0.09750877625714993,0.0835748848192161,0.16357551814145455,0.24588576696996817,0.2530820215893652,0.2527037562480896
Connecticut,0.7794237455050061,0.8278816920861372,0.7616570235609902,0.6771523479889694,0.7391280258656001,0.8043619592788305,0.8259752406133878,0.7953736146903951,0.8060988178701107,0.7377475150040432,0.7610041972765604,0.6805712273410013
Duke,0.24412480042972895,0.20788522919631813,0.11583656427080224,0.10045221461217174,0.13158886887763116,0.08927207206037852,0.08281719252005748,0.04593297279699465,0.017458182175593084,0.0,0.0,0.0
East Carolina,0.2251749503872037,0.3539847230526946,0.4408947211452431,0.5389130617864204,0.39348726675866846,0.4531207601458049,0.5034767228295883,0.47125709277007855,0.4765300172264249,0.5282560327369873,0.5461147749349441,0.5865167078857944
Eastern Michigan,0.3544964860711142,0.3055705274505016,0.2048985982702058,0.163128951522304,0.11454243392479235,0.2141918154073925,0.19078076808321237,0.1711546520412458,0.25598393456485813,0.28387028286160776,0.29494326131398685,0.2896404529261049
Florida,0.8697384323848463,0.6762491473037957,0.5874202206978825,0.5935620609366532,0.6674318287489678,0.5572543932933952,0.636435861351907,0.7369417500404254,0.7595771725953588,0.8080462811903046,0.8366328859053731,0.7462880269169239
Florida Atlantic,0.509004909055641,0.47577921695117953,0.37554428869668954,0.4129604723150011,0.4281023122623212,0.34425219213440783,0.3411715104508034,0.43632348928094583,0.4089858108527721,0.4515982307006345,0.5291127681623446,0.565621231050809
Florida International,0.013205210462704675,0.022473282185597243,0.0,0.035735953842435275,0.0014062229422051042,0.004465245494258363,0.0,0.022571328179547878,0.01632840715131445,0.02823572701018673,0.07516410748088398,0.08066261963352134
Florida State,0.569763798325848,0.7438121626060081,0.7283447658813003,0.6202697891930954,0.4940703029561205,0.5449087685267631,0.6234688715382348,0.5751182041468175,0.6327851629427688,0.5803456053590497,0.5973442726341988,0.5133487478449181
