,4,5,6,7,8,9,10,11,12,13,14,15,16
Air Force,10,27,20,22,22,20,19,21,15,13,14,14,8
Akron,67,54,68,60,70,77,86,86,76,76,76,76,75
Alabama,35,46,61,38,32,36,32,28,40,35,35,35,39
Arizona,9,12,10,18,12,11,7,6,6,7,5,5,4
Arizona State,82,52,65,77,73,61,50,42,51,50,52,52,57
Arkansas,39,8,5,9,8,9,10,4,10,19,15,16,24
Arkansas State,70,68,52,65,76,87,93,95,82,85,87,87,84
Army,68,87,97,79,85,91,88,89,88,92,93,81,82
Auburn,49,47,66,86,92,75,79,66,73,80,80,80,81
BYU,65,64,86,68,57,47,40,33,33,28,31,31,37
Ball State,112,112,101,104,107,106,104,104,104,107,107,107,107
Baylor,33,65,63,53,67,82,89,90,98,105,106,106,106
Boise State,45,33,53,66,49,49,54,52,52,57,54,54,54
Boston College,11,26,32,43,53,69,75,78,68,73,74,74,74
Bowling Green,93,96,85,89,96,83,62,59,61,58,56,56,56
California,26,10,19,17,38,42,35,48,55,70,70,70,70
Central Michigan,75,61,83,57,71,59,46,58,60,56,55,55,55
Cincinnati,108,109,111,111,112,112,109,111,106,99,99,99,97
Clemson,71,88,105,88,94,101,106,102,103,96,95,94,95
Colorado,24,13,12,20,13,28,31,40,37,38,45,45,33
Colorado State,61,53,45,33,33,26,36,43,41,41,40,40,38
Duke,29,51,67,49,62,58,69,69,83,90,89,89,89
East Carolina,47,43,38,29,44,57,65,60,64,60,60,60,59
Eastern Michigan,91,90,73,83,88,98,96,97,101,87,85,85,86
Florida,36,14,16,8,9,10,6,7,7,11,13,13,13
Florida State,13,5,6,6,6,5,4,1,1,1,1,1,2
Fresno State,85,92,72,82,95,80,66,73,67,63,63,63,64
Georgia,12,21,9,23,23,15,26,26,22,16,28,29,19
Georgia Tech,63,58,26,15,7,16,15,20,17,14,9,9,6
Hawai'i,86,99,106,109,110,110,111,112,112,112,112,112,112
Houston,101,100,91,99,101,88,67,77,87,88,88,88,88
Idaho,42,69,56,44,41,50,44,47,46,42,42,42,31
Illinois,81,97,78,81,86,97,100,81,79,84,84,84,83
Indiana,53,62,62,80,56,70,72,84,70,74,73,73,72
Iowa,77,57,74,59,74,79,90,82,84,93,91,91,91
Iowa State,44,55,69,78,75,85,98,98,102,89,90,90,90
Kansas,89,72,76,92,98,68,74,68,66,77,77,77,77
Kansas State,15,6,14,5,3,4,3,3,3,4,4,3,11
Kent State,104,105,110,110,111,111,112,110,110,109,109,109,108
Kentucky,8,25,43,36,29,35,42,31,28,37,36,36,42
LSU,16,16,31,50,61,40,51,64,62,71,72,72,76
Louisiana,102,103,109,102,89,95,97,101,105,101,101,101,101
Louisiana Monroe,52,70,75,87,79,86,68,63,69,67,66,66,66
Louisiana Tech,94,94,84,67,48,67,60,54,54,53,57,57,58
Louisville,59,31,33,48,59,54,47,50,44,39,39,38,40
Marshall,14,15,13,13,14,13,22,19,19,18,21,22,14
Maryland,90,75,82,91,103,99,102,105,91,98,97,96,98
Memphis,109,98,108,106,102,103,91,93,95,102,102,102,102
Miami,48,50,28,45,43,31,28,29,25,21,30,18,16
Miami (OH),30,22,36,27,25,24,24,23,18,15,19,20,20
Michigan,84,67,39,35,34,25,20,12,8,12,12,12,10
Michigan State,58,79,54,40,40,56,48,34,50,44,50,50,49
Minnesota,27,30,47,61,64,48,56,61,72,68,68,68,65
Mississippi State,66,41,46,39,39,41,43,57,42,32,23,25,35
