,PCT,Rank
Nebraska,1.0,1
Miami,0.8947270533177046,2
Texas,0.8597864946551577,3
Oregon,0.8367532209763362,4
Tennessee,0.8275138186018918,5
Washington,0.8241230652876033,6
Washington State,0.8224870802909636,7
Illinois,0.8183200866538598,8
Florida,0.8131556272178637,9
BYU,0.8052592911610468,10
Oklahoma,0.798211353278633,11
Maryland,0.7940461103493817,12
Florida State,0.7864739899394029,13
Syracuse,0.7775551289320812,14
Stanford,0.7684017417277509,15
Michigan,0.7562058474054201,16
Colorado,0.7488556034700266,17
Louisville,0.7383557914823189,18
Marshall,0.7141125177877067,19
Texas A&M,0.6904285918191688,20
Auburn,0.6871769557826808,21
Arkansas,0.6866588028989251,22
UCLA,0.6845037021292109,23
Fresno State,0.6714590749383288,24
Miami (OH),0.6687581789809741,25
Michigan State,0.6679650739962419,26
Georgia,0.6574297554955528,27
Ole Miss,0.6565880475261572,28
Georgia Tech,0.6540821975873599,29
South Carolina,0.6530695572707,30
Boston College,0.6500774224802011,31
Virginia Tech,0.6471697541944386,32
Purdue,0.6381521669952849,33
Texas Tech,0.6290814406636708,34
Utah,0.6266273086944889,35
Toledo,0.6266178857669306,36
Middle Tennessee,0.6188588858756118,37
North Carolina,0.6168721414116074,38
Hawai'i,0.6161389878725377,39
Clemson,0.5642026998386671,40
South Florida,0.5554545362797129,41
Rice,0.5553844667724919,42
LSU,0.5493698378576773,43
Louisiana Tech,0.5404056678445841,44
Cincinnati,0.5277323863857543,45
Iowa State,0.522762857970839,46
Bowling Green,0.5225714644094481,47
Kansas State,0.5222611256969105,48
NC State,0.5196003072183333,49
East Carolina,0.514782287120619,50
Air Force,0.5141525266112743,51
Ohio State,0.5088733082755548,52
Northern Illinois,0.49848831526087917,53
Boise State,0.4970153177325354,54
Wisconsin,0.4878309285816239,55
Penn State,0.48776992273905573,56
Troy,0.4712567960934087,57
UCF,0.47077487084753555,58
Ball State,0.469786448656167,59
USC,0.4508429726964409,60
Pittsburgh,0.44903762559526644,61
Arizona State,0.4476544016193842,62
Western Michigan,0.4476432640279586,63
New Mexico,0.44692288893983106,64
UAB,0.4401091700223617,65
Southern Mississippi,0.4355906489603311,66
Colorado State,0.43433482747666635,67
Memphis,0.43251393511959085,68
Notre Dame,0.423012210260425,69
TCU,0.41884879012699633,70
Iowa,0.41431716523736817,71
Wake Forest,0.40834735444357456,72
Indiana,0.39256966632950097,73
Kent State,0.39109800071222917,74
Northwestern,0.39021362549145977,75
North Texas,0.38495300585210146,76
West Virginia,0.3792014671343734,77
Minnesota,0.3652090067122139,78
Alabama,0.3612228303014163,79
Missouri,0.3606188824346126,80
Utah State,0.34713521375833933,81
Arizona,0.3381156492891405,82
Oregon State,0.33745171908182997,83
Louisiana,0.32194335677428165,84
UNLV,0.3135105832349333,85
SMU,0.30781892902403807,86
Mississippi State,0.3020131698542937,87
New Mexico State,0.3004304613005343,88
Nevada,0.2980469669604354,89
Arkansas State,0.2850642427395571,90
Baylor,0.2813409660076384,91
Connecticut,0.27811409218898003,92
Temple,0.27192267267591985,93
Army,0.2690624743186606,94
Kansas,0.2684860228634207,95
Eastern Michigan,0.26800029411891924,96
Virginia,0.26601249236468244,97
San José State,0.2640948459366792,98
Vanderbilt,0.25494592475375266,99
Wyoming,0.25275395098718295,100
Central Michigan,0.25208858416960533,101
UTEP,0.24686976525479287,102
Akron,0.24385753851711747,103
Oklahoma State,0.23555347804890409,104
Rutgers,0.22751071587679875,105
San Diego State,0.22481412116834415,106
Tulane,0.2238359162453125,107
Buffalo,0.22217031888353994,108
Tulsa,0.1832568479967474,109
Louisiana Monroe,0.17944681854160272,110
Ohio,0.17641435053166937,111
Idaho,0.14449360844025178,112
Kentucky,0.13659970106148506,113
Houston,0.11584446732036036,114
Navy,0.11234036302854566,115
California,0.07906932988464477,116
Duke,0.0,117
