,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Air Force,0.43830907401672337,0.3933009641502321,0.5102028522807704,0.5409759057695427,0.5076443690340894,0.5076443690340894,0.4556707336950773,0.5141525266112743,0.4415560527660623,0.4045074151362121,0.3397095864713516,0.3925846892762027,0.39215914097541604,0.3687775775341923
Akron,0.39594301641375035,0.21767634407774766,0.3876029697453428,0.31770348365828427,0.2356393962191667,0.2356393962191667,0.2620898905430077,0.24385753851711747,0.22927048989866652,0.2981590552179334,0.30456453072358564,0.30935163991551906,0.30935163991551906,0.28857119711488344
Alabama,0.39594301641375035,0.6107233819897046,0.4823025064128629,0.573968602106678,0.3800564510535218,0.3800564510535218,0.41536837535315574,0.3612228303014163,0.40010409673804936,0.49955300777079176,0.45694969653038453,0.4912081900418,0.4871755618641531,0.5072229520752924
Arizona,0.569371322390833,0.5817142329503922,0.5173034350857642,0.4680897302375655,0.3033470459238391,0.3033470459238391,0.2739747558795202,0.3381156492891405,0.2847607127453551,0.31199487289605815,0.34865507627670533,0.3502023100101405,0.3502023100101405,0.3212489532206459
Arizona State,0.4826571694022917,0.42681922760255164,0.4766300719345009,0.5435837597564666,0.4885089914398576,0.4885089914398576,0.4804982257364694,0.4476544016193842,0.3939457640524052,0.40701884546035394,0.3017943672088609,0.2670977767929305,0.2670977767929305,0.24612852198477897
Arkansas,0.39594301641375035,0.22413992105202415,0.1457213278516533,0.27911727485945176,0.4632651083045654,0.4632651083045654,0.5959414677205684,0.6866588028989251,0.6871996047820804,0.7001330837512834,0.5848879224323359,0.5709180445863541,0.5710354329556431,0.49527704178467225
Arkansas State,0.12217404769278412,0.09572249709523778,0.13287719597675468,0.09379163580984734,0.18733377263422246,0.18733377263422246,0.29259452793453744,0.2850642427395571,0.22184800554019224,0.1933190944494733,0.151662315633836,0.17079033247280695,0.17079033247280695,0.15907414994979968
Army,0.11040569835862496,0.10040859040158823,0.08170146261798744,0.22255024716103336,0.16217983946842815,0.16217983946842815,0.2866712057446009,0.2690624743186606,0.2007164247665064,0.19194746208983715,0.17160932696055045,0.2184576647690489,0.2191697136720787,0.2041892175987766
Auburn,0.7849179312480643,0.41850891434991044,0.5920013654001577,0.6504221881566652,0.7668179320132965,0.7668179320132965,0.6740510488739371,0.6871769557826808,0.7314558032345799,0.6416669129600998,0.5872564013611756,0.5267795031545311,0.5281225547439857,0.4409017882664754
BYU,0.6560854753793743,0.5914095984118068,0.6490620403696621,0.6575453072837696,0.7424567413122469,0.7424567413122469,0.7596545901458573,0.8052592911610468,0.8019998091162688,0.833400940001092,0.7596211690216099,0.7625187459577396,0.7269033806638127,0.6526233630993505
Ball State,0.05156395168782901,0.0,0.0,0.07292880391445572,0.32169070371733927,0.32169070371733927,0.4173781098533956,0.469786448656167,0.4010480114197333,0.3665305709443726,0.3698260271179593,0.3718922072454675,0.3718922072454675,0.3484756597100678
Baylor,0.4826571694022917,0.5692487630714304,0.4823527049480696,0.4005070269963039,0.31616547237295406,0.31616547237295406,0.2948703059814912,0.2813409660076384,0.2038560393021817,0.15757405789306306,0.18248418360427754,0.1945485484526123,0.1945485484526123,0.17983419351523683
Boise State,0.22251471043666768,0.35941335344223957,0.45308695892253864,0.36701198442643096,0.4904211952896985,0.4904211952896985,0.5257444064155827,0.4970153177325354,0.5280386454987079,0.5662023161581436,0.5475106119189551,0.5360477911430093,0.536662914238383,0.5014347193652793
Boston College,0.5826881387426448,0.5500888741833964,0.5650798909687815,0.6414301070055985,0.5824011973172412,0.5824011973172412,0.6535203499835245,0.6500774224802011,0.5894756415847859,0.6356914804203195,0.5339293203311112,0.5289918719006658,0.5289918719006658,0.5567426514266668
Bowling Green,0.718488696190771,0.7934733262028795,0.6032809762611127,0.6193486048817021,0.5669862714025793,0.5669862714025793,0.5643968787258072,0.5225714644094481,0.5303331296971727,0.5914277065723936,0.5964709549985528,0.5814033666984313,0.5814033666984313,0.5459627642335256
Buffalo,0.09151440074326417,0.21028939896428878,0.17882726182050004,0.1672169350025828,0.12796461404660148,0.12796461404660148,0.15100491262383564,0.22217031888353994,0.2555686100160801,0.23231142565899507,0.2121412503667868,0.22724812395697225,0.22724812395697225,0.21313500754470158
California,0.22251471043666768,0.16781446456190036,0.14845714802042073,0.19267694540056474,0.13975148375209206,0.13975148375209206,0.11800607509843242,0.07906932988464477,0.025009124698757434,0.03812502806017404,0.08559715818110913,0.10944165910610532,0.10890610095681796,0.09420801434007292
Central Michigan,0.4218643542892536,0.3099669895890243,0.39442495067993916,0.3895949969324282,0.2593525736451481,0.2593525736451481,0.26558719882294524,0.25208858416960533,0.2854937693643961,0.2631607095813533,0.2082919613059023,0.2225602435503132,0.2225602435503132,0.20938689937665395
Cincinnati,0.39594301641375035,0.21121276710347117,0.27985181392406966,0.3978866352498274,0.49578840281223713,0.49578840281223713,0.47700040089422974,0.5277323863857543,0.4584181369882064,0.4626912268755759,0.45567640385944674,0.47977012462785484,0.47977012462785484,0.4212121903626042
Clemson,0.6067203468566119,0.3724328442047108,0.6440522265560291,0.5934840427754923,0.532973377832557,0.532973377832557,0.6141295984544827,0.5642026998386671,0.4947537848203404,0.4403920342284594,0.4038154135380305,0.42738416582055927,0.42738416582055927,0.44328071397067315
Colorado,0.5416537627748529,0.5967766757208043,0.6061171935002936,0.7091891747312322,0.6688115932749614,0.6688115932749614,0.7018693249552201,0.7488556034700266,0.7765728577831634,0.7716854394769432,0.8003584589628243,0.8227697861188861,0.8227697861188861,0.7220556235895902
