,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Air Force,39,47,38,35,45,32,30,36,43,39,40,46,46,45
Akron,106,111,105,104,106,97,87,75,86,86,82,82,82,82
Alabama,15,13,12,10,8,6,12,17,8,20,15,13,13,14
Arizona,43,64,60,33,48,51,45,56,77,60,64,64,64,63
Arizona State,12,3,1,2,5,4,5,5,4,4,3,2,2,6
Arkansas,91,92,68,78,59,76,72,83,61,77,58,71,71,69
Arkansas State,85,100,96,84,90,77,84,89,80,85,81,81,81,81
Army,7,28,28,24,22,16,13,12,10,18,22,23,15,22
Auburn,4,22,19,21,10,22,24,23,19,30,38,38,38,29
BYU,67,33,23,23,26,19,19,18,11,9,9,10,10,5
Ball State,98,83,83,81,62,46,41,34,31,27,29,29,28,33
Baylor,19,19,25,47,57,80,58,74,88,91,97,96,96,96
Boise State,83,97,99,100,101,102,100,103,105,98,100,97,97,97
Boston College,62,72,50,65,49,41,52,71,83,73,79,80,80,80
Bowling Green,38,34,29,44,34,47,59,68,85,89,88,87,87,86
California,28,18,17,8,13,27,44,33,39,47,60,59,59,67
Central Michigan,82,65,76,92,77,65,71,62,69,70,68,68,68,68
Cincinnati,81,68,51,69,91,74,60,64,63,55,47,47,47,46
Clemson,57,94,63,72,63,40,39,30,26,22,31,33,33,37
Colorado,32,29,22,27,16,11,8,7,7,6,6,8,8,8
Colorado State,84,77,81,71,79,68,53,43,35,42,45,44,44,42
Duke,108,105,104,103,110,107,109,110,111,111,111,111,111,111
East Carolina,56,24,27,30,39,23,27,27,30,29,24,24,24,23
Eastern Michigan,92,101,106,108,108,110,104,104,94,93,91,91,91,91
Florida,26,7,7,5,3,1,1,3,3,2,2,5,5,1
Florida State,51,41,8,3,2,5,3,1,1,1,1,1,1,2
Fresno State,88,107,84,88,71,78,68,60,68,80,83,83,83,83
Georgia,93,73,67,37,56,44,69,70,72,48,69,55,55,55
Georgia Tech,3,32,40,18,21,33,35,38,36,49,56,73,73,75
Hawai'i,111,98,103,105,103,98,99,98,101,101,99,104,104,104
Houston,36,58,59,50,38,53,61,51,42,36,39,39,39,43
Idaho,79,76,79,70,69,56,64,55,51,58,52,53,53,52
Illinois,107,93,85,61,83,81,82,94,96,102,106,106,106,106
Indiana,8,56,74,95,97,99,103,100,103,105,94,93,93,93
Iowa,11,35,30,22,17,10,20,20,28,21,20,19,20,13
Iowa State,89,79,53,49,74,91,98,105,107,107,107,107,107,107
Kansas,25,26,46,42,47,59,66,54,60,78,87,86,86,87
Kansas State,9,9,14,28,24,14,11,15,9,17,16,15,16,20
Kent State,87,87,93,77,84,90,96,99,100,103,102,99,99,99
Kentucky,105,50,71,86,100,100,83,84,71,61,67,65,65,64
LSU,20,2,10,16,25,21,15,19,25,19,19,14,14,11
Louisiana,63,60,45,60,44,58,51,59,52,65,63,62,62,61
Louisiana Monroe,86,66,92,80,73,63,62,72,81,72,78,78,78,77
Louisiana Tech,42,23,39,63,81,64,49,45,53,57,55,57,57,57
Louisville,75,45,55,66,54,45,57,50,58,67,65,66,66,65
Maryland,44,37,52,87,93,70,63,76,75,54,62,63,63,62
Memphis,76,55,54,39,60,69,80,85,62,66,71,69,69,70
Miami,10,17,13,14,29,38,26,25,27,32,26,20,21,15
Miami (OH),45,70,82,68,58,72,73,58,48,46,49,50,49,47
Michigan,5,4,3,11,18,13,10,8,21,26,21,22,23,27
Michigan State,64,89,62,79,51,35,34,39,32,37,44,43,43,50
Minnesota,33,25,16,41,53,73,74,79,90,82,86,85,85,85
Mississippi State,35,57,34,64,76,75,81,63,87,59,74,60,60,59
Missouri,104,71,89,75,82,83,56,67,76,63,50,51,51,51
NC State,77,95,110,82,88,93,89,96,89,94,85,90,90,90
Navy,22,21,57,56,37,36,31,40,34,31,23,25,30,25
Nebraska,2,40,24,6,4,3,4,4,5,5,4,3,3,4
Nevada,55,78,58,52,42,55,47,44,37,33,35,37,37,28
New Mexico,21,38,32,46,40,54,65,52,59,62,53,54,54,54
New Mexico State,102,109,108,106,107,108,101,102,102,106,104,101,101,101
North Carolina,18,5,11,7,6,9,7,9,6,15,17,16,17,12
North Texas,58,84,88,74,96,85,88,87,84,75,72,72,72,72
Northern Illinois,101,85,97,98,99,101,106,107,108,109,109,109,109,109
Northwestern,80,52,31,17,9,8,9,21,13,11,14,12,12,18
Notre Dame,40,12,26,25,12,25,28,24,16,12,12,21,22,19
Ohio,52,69,61,53,67,52,37,37,46,51,57,58,58,58
Ohio State,16,10,5,1,1,2,2,2,2,3,5,6,6,3
Oklahoma,97,104,107,109,87,67,79,82,66,84,89,88,88,88
Oklahoma State,61,43,41,57,66,48,67,81,91,90,77,79,79,79
Ole Miss,47,46,44,58,50,61,48,48,67,81,61,75,75,73
Oregon,23,44,48,73,92,87,92,88,70,45,46,45,45,44
Oregon State,99,102,100,101,105,96,102,101,104,95,103,100,100,100
Penn State,14,6,4,12,11,24,23,13,18,10,8,7,7,9
Pittsburgh,73,86,94,76,86,86,90,73,74,83,80,70,70,71
Purdue,94,103,91,45,64,79,78,90,64,79,90,89,89,89
Rice,48,67,77,59,61,49,42,32,38,35,32,34,34,32
Rutgers,70,80,90,96,98,104,95,93,93,92,95,103,103,103
SMU,59,61,70,93,89,95,77,80,73,74,59,61,61,60
San Diego State,60,48,49,54,36,29,40,35,29,40,37,30,29,31
San José State,109,90,98,99,102,106,105,106,99,99,92,92,92,92
South Carolina,31,39,65,83,68,50,43,46,50,52,43,42,42,41
Southern Mississippi,49,30,20,26,20,15,17,16,24,28,28,28,27,30
Stanford,68,74,75,91,70,92,94,77,57,43,34,36,36,26
Syracuse,78,82,35,32,28,31,22,10,12,7,13,17,18,17
TCU,65,59,80,94,72,82,86,78,65,76,84,84,84,84
Temple,95,91,86,107,104,105,110,109,109,110,110,110,110,110
Tennessee,17,36,43,20,14,17,6,6,15,14,11,9,9,7
Texas,41,42,64,34,65,57,70,53,41,34,36,26,25,24
Texas A&M,100,81,95,67,46,60,76,57,47,41,42,49,50,48
Texas Tech,24,75,56,29,27,34,33,31,45,38,33,35,35,39
Toledo,66,53,42,31,33,43,38,49,40,44,41,40,40,40
Tulane,69,88,87,62,78,84,85,91,95,96,98,98,98,98
Tulsa,103,49,47,51,35,42,54,66,79,71,75,76,76,76
UAB,74,62,66,55,52,39,50,69,82,87,76,77,77,78
UCF,71,99,102,97,85,94,97,86,78,68,66,67,67,66
UCLA,50,54,69,40,55,71,46,65,49,64,51,48,48,49
UNLV,96,108,109,110,109,111,111,111,110,108,108,108,108,108
USC,53,27,33,38,30,37,32,41,54,53,70,52,52,53
UTEP,72,96,73,85,94,88,93,95,98,100,105,102,102,102
Utah,27,31,15,13,19,18,16,26,22,23,27,27,26,34
Utah State,46,63,78,90,75,66,55,47,55,56,54,56,56,56
Vanderbilt,90,106,101,102,95,103,107,97,97,104,101,105,105,105
Virginia,1,1,2,15,23,20,29,29,33,25,25,32,32,38
Virginia Tech,6,11,37,36,31,30,25,22,17,8,7,4,4,10
Wake Forest,34,51,72,89,80,89,91,92,92,88,93,94,94,94
Washington,37,15,18,19,32,28,21,14,14,13,10,11,11,16
Washington State,54,20,21,48,41,26,36,42,56,69,73,74,74,74
West Virginia,13,14,6,4,7,7,18,28,23,24,30,31,31,36
Western Michigan,110,110,111,111,111,109,108,108,106,97,96,95,95,95
Wisconsin,30,16,36,43,43,62,75,61,44,50,48,41,41,35
Wyoming,29,8,9,9,15,12,14,11,20,16,18,18,19,21
