,4,5,6,7,8,9,10,11,12,13,14,15,16
Air Force,103,86,64,57,53,47,43,34,29,37,38,32,32
Akron,104,103,100,102,102,103,103,105,105,102,101,101,100
Alabama,9,15,4,4,3,3,5,5,4,2,3,3,3
Arizona,19,18,17,29,16,15,23,18,27,28,22,22,28
Arizona State,77,100,93,67,76,85,71,77,85,88,89,91,92
Arkansas,66,87,59,72,57,60,61,69,63,65,79,77,76
Arkansas State,64,75,89,91,96,97,91,97,98,98,98,98,98
Army,55,80,99,106,91,78,85,89,91,93,91,84,84
Auburn,8,16,9,5,2,4,2,3,2,6,5,5,8
BYU,40,29,31,21,14,16,27,26,23,26,27,27,23
Ball State,99,91,56,64,51,63,72,76,72,64,64,64,64
Baylor,25,43,32,23,32,46,36,36,31,32,39,39,46
Boston College,87,65,72,38,29,23,20,16,10,19,29,28,26
Bowling Green,47,38,35,36,23,19,14,14,21,18,19,19,20
California,93,69,57,43,59,67,74,79,84,76,76,74,74
Central Michigan,52,33,50,41,37,30,28,23,17,16,17,17,22
Cincinnati,106,104,101,107,106,106,107,102,102,97,97,97,97
Clemson,84,73,46,63,72,76,68,51,47,59,59,59,60
Colorado,7,3,1,1,6,5,9,12,12,13,12,12,9
Colorado State,15,12,16,3,5,10,11,10,13,12,11,11,17
Duke,5,7,12,16,10,7,16,7,16,21,26,26,33
East Carolina,26,54,44,30,43,35,42,44,40,36,37,38,42
Eastern Michigan,101,102,105,92,89,89,77,73,68,60,60,60,59
Florida,4,19,7,6,17,21,8,8,6,5,8,8,6
Florida State,3,2,3,10,15,14,3,4,5,3,2,2,2
Fresno State,50,32,45,55,45,57,65,68,78,79,70,69,70
Georgia,51,26,39,26,47,45,50,45,50,55,49,49,48
Georgia Tech,56,67,74,88,92,100,98,100,101,104,107,107,107
Hawai'i,37,42,51,71,77,75,83,83,76,80,75,81,82
Houston,94,99,95,96,84,93,95,94,97,99,103,103,103
Illinois,45,45,67,40,31,44,32,28,36,45,43,43,37
Indiana,11,31,23,19,22,34,54,59,64,54,55,55,55
Iowa,34,64,75,81,87,73,82,81,66,62,62,62,62
Iowa State,95,106,106,104,101,102,105,104,103,103,102,102,102
Kansas,61,36,42,51,44,51,45,50,54,50,51,51,51
Kansas State,32,6,15,14,24,31,31,29,30,24,23,23,30
Kent State,65,77,85,93,97,84,87,91,94,96,96,96,96
Kentucky,63,88,88,84,99,101,104,106,107,106,105,105,104
LSU,48,44,62,77,68,66,81,85,90,84,71,71,72
Louisiana,72,84,71,58,69,62,60,54,62,52,53,53,53
Louisiana Monroe,91,96,83,89,94,95,90,96,86,81,82,80,80
Louisiana Tech,82,74,82,87,90,92,100,92,92,90,87,88,88
Louisville,69,70,53,31,46,43,34,43,49,53,44,44,44
Maryland,60,41,54,61,73,65,56,66,73,78,81,79,79
Memphis,85,59,49,49,38,36,47,37,48,56,56,56,54
Miami,16,51,28,8,11,9,4,2,3,4,4,4,4
Miami (OH),67,93,78,62,56,64,69,60,51,51,52,52,52
Michigan,12,24,18,12,25,18,30,21,19,27,28,29,19
Michigan State,96,68,38,52,67,82,66,55,41,40,48,48,47
Minnesota,27,47,63,74,88,70,73,82,88,95,95,95,95
Mississippi State,80,46,37,48,30,27,24,19,28,29,21,21,29
Missouri,89,83,98,95,80,79,75,78,81,87,93,93,93
NC State,14,21,10,27,21,26,35,27,20,23,15,15,12
Navy,97,95,96,98,86,90,96,90,89,75,74,87,86
Nebraska,2,5,5,7,7,8,7,6,7,8,7,7,5
Nevada,46,37,33,33,26,24,26,22,22,22,25,25,25
New Mexico,107,107,107,99,100,94,78,67,75,66,65,65,65
New Mexico State,62,56,61,70,78,86,84,75,80,86,86,86,85
North Carolina,6,28,27,28,19,29,17,30,26,17,18,18,27
Northern Illinois,98,85,92,73,82,71,79,71,82,83,85,85,83
Northwestern,38,39,52,75,60,37,52,65,77,77,80,78,77
Notre Dame,29,14,8,32,40,42,41,35,44,38,47,47,50
Ohio,105,105,104,105,103,105,106,107,106,107,106,106,106
Ohio State,39,30,21,44,28,20,25,17,14,9,9,9,15
Oklahoma,21,22,25,45,52,48,55,48,43,43,50,50,58
Oklahoma State,58,53,41,50,58,55,59,63,69,72,72,72,71
Ole Miss,30,57,69,60,83,80,70,74,71,69,78,76,78
Oregon,70,40,30,47,35,22,13,13,11,10,10,10,16
Oregon State,86,82,84,94,75,88,93,86,67,74,73,73,73
Pacific,49,63,60,66,61,52,48,61,52,61,61,61,61
Penn State,1,1,2,2,1,1,1,1,1,1,1,1,1
Pittsburgh,83,97,102,100,104,104,92,93,95,85,84,83,87
Purdue,18,35,20,18,34,49,39,46,59,70,67,67,67
Rice,92,79,80,53,33,40,57,49,58,67,63,63,63
Rutgers,44,58,70,54,48,61,58,47,57,71,68,68,68
SMU,90,101,103,101,107,107,94,101,100,100,99,99,99
San Diego State,57,61,76,76,65,72,63,62,70,68,77,75,75
San José State,102,92,97,97,98,98,99,99,93,91,88,89,89
South Carolina,41,27,24,42,50,41,53,53,60,47,46,46,36
Southern Mississippi,33,48,65,69,62,54,49,56,46,48,45,45,45
Stanford,78,71,90,103,105,91,102,80,83,94,94,94,94
Syracuse,24,25,11,9,13,13,12,25,32,25,36,37,35
TCU,43,60,79,68,64,56,44,42,37,42,33,34,38
Temple,73,55,55,65,81,81,89,98,99,101,100,100,101
Tennessee,53,72,47,39,49,50,40,39,34,31,20,20,14
Texas,20,9,26,24,39,32,46,52,45,46,35,36,24
Texas A&M,22,20,13,17,4,2,15,9,9,7,6,6,7
Texas Tech,71,50,58,79,74,53,37,38,35,34,40,40,49
Toledo,42,52,43,37,42,39,33,41,33,39,41,41,40
Tulane,75,76,77,83,93,96,101,103,104,105,104,104,105
Tulsa,88,89,86,90,79,83,88,88,79,89,92,92,91
UCLA,28,49,66,78,95,99,86,84,74,58,58,58,57
UNLV,79,62,48,46,54,58,51,58,53,49,54,54,39
USC,36,10,34,35,27,17,21,11,8,15,13,13,10
UTEP,76,90,68,56,63,69,76,72,65,73,69,70,69
Utah,13,8,14,11,8,6,6,15,24,14,14,14,11
Utah State,68,81,87,82,71,77,80,87,87,82,83,82,81
Vanderbilt,74,78,94,80,55,68,62,57,55,63,66,66,66
Virginia,31,34,29,22,20,11,10,24,18,11,16,16,13
Virginia Tech,17,11,22,15,12,12,18,20,15,20,24,24,31
Wake Forest,81,94,81,86,85,87,97,95,96,92,90,90,90
Washington,35,13,6,13,9,25,19,31,25,35,34,35,34
