,PCT,Rank
Texas,1.0,1
USC,0.867439059918063,2
West Virginia,0.822186193512509,3
Virginia Tech,0.7959820993213169,4
Penn State,0.7814346001563073,5
LSU,0.7406123674356322,6
Ohio State,0.7244425712633851,7
UCLA,0.7176482970342608,8
Alabama,0.7106669090845303,9
Texas Tech,0.7049974126554925,10
Georgia,0.686802238935991,11
Florida,0.667144356282198,12
Oregon,0.649644847557644,13
Auburn,0.6466465905484056,14
Oklahoma,0.638747445545465,15
Miami,0.6384082248872911,16
Wisconsin,0.635656532446343,17
Louisville,0.6158088811696552,18
Boston College,0.6087924864368864,19
Nebraska,0.6037793671898167,20
TCU,0.6037049161442001,21
Notre Dame,0.5273911152272631,22
Iowa,0.523888711236945,23
Florida State,0.5197701613161299,24
Missouri,0.5194963460722024,25
Toledo,0.5099613119104842,26
California,0.5077897819922245,27
Northwestern,0.505207045636585,28
Michigan,0.4964621293596399,29
Virginia,0.4897856948649686,30
Clemson,0.4886354015575268,31
Minnesota,0.4826849880209386,32
Georgia Tech,0.46915141500365876,33
Colorado,0.46701774588839784,34
Nevada,0.46343902293906686,35
Kansas,0.4616317361330542,36
Tulsa,0.4542902580968001,37
Arizona State,0.4490893234763764,38
Iowa State,0.44520837782862654,39
NC State,0.44048652980803393,40
Boise State,0.4400867394504968,41
Fresno State,0.43321780557629036,42
UTEP,0.42366379834500023,43
Rutgers,0.41572206586480714,44
South Carolina,0.4109055516140265,45
Texas A&M,0.41052462313047844,46
Stanford,0.41006332696192693,47
Kansas State,0.3905322314080931,48
Baylor,0.3876763771513678,49
Bowling Green,0.3833292608310262,50
Utah,0.3772493647790706,51
North Carolina,0.3769271880764028,52
Southern Mississippi,0.3765647602966948,53
Pittsburgh,0.3739839961541844,54
Memphis,0.37385469293091966,55
Maryland,0.37224389906363187,56
Northern Illinois,0.37063604110452464,57
Navy,0.3688024992112332,58
Miami (OH),0.36417615785255986,59
Michigan State,0.3617846253186179,60
Central Michigan,0.3614706400238889,61
Purdue,0.3597346442401841,62
New Mexico,0.3582904463535078,63
Western Michigan,0.35482262332748427,64
South Florida,0.3507927419712317,65
UCF,0.34923987065884954,66
Oregon State,0.3484949119724262,67
Louisiana Tech,0.34830759654820465,68
Colorado State,0.34471191584149374,69
Tennessee,0.34324187748052615,70
BYU,0.3290794766334227,71
Connecticut,0.3273565747760879,72
East Carolina,0.31273218860641355,73
Akron,0.3107416635475515,74
Oklahoma State,0.3098829233344598,75
Wyoming,0.3035689278252529,76
Vanderbilt,0.302998106593508,77
UAB,0.3013597353596846,78
San Diego State,0.3003655942678763,79
Houston,0.2940178414174713,80
Arkansas State,0.29098260541206566,81
Indiana,0.28950574834832,82
Marshall,0.28711381240714706,83
Cincinnati,0.27635426921325523,84
Arkansas,0.2739626022102363,85
Louisiana Monroe,0.2700003363881877,86
Hawai'i,0.26797569152500667,87
SMU,0.2671044103465248,88
Washington State,0.2612628047047195,89
Air Force,0.258726717913033,90
Wake Forest,0.2407861226016206,91
Louisiana,0.23391125657236467,92
Middle Tennessee,0.23232411805686748,93
Ohio,0.23163603979000325,94
Utah State,0.22732186839351964,95
Florida International,0.22514797406065645,96
Eastern Michigan,0.22398811103723687,97
Ball State,0.22233145200894533,98
Mississippi State,0.20131164930395762,99
Arizona,0.19862744482398675,100
Kentucky,0.1980909804414081,101
Troy,0.19247662753968503,102
Tulane,0.179155179491328,103
UNLV,0.1712029472173747,104
Illinois,0.168553234055647,105
North Texas,0.16431423087319064,106
Ole Miss,0.15133285512049513,107
Army,0.14893164081301122,108
San José State,0.14165377096007106,109
Washington,0.12087655046994031,110
Idaho,0.11421118726260629,111
Florida Atlantic,0.10314666820214258,112
Rice,0.10109292198955355,113
Kent State,0.09323515424217291,114
Buffalo,0.06117362498526818,115
Syracuse,0.047652759295762126,116
Duke,0.04595737317330273,117
Temple,0.035454665916426875,118
New Mexico State,0.0,119
