,PCT,Rank
Florida,0.9999999999999998,1
Wisconsin,0.8878831136412338,2
Ohio State,0.8797601051215741,3
LSU,0.876026778967835,4
Boise State,0.8299628107856287,5
Oklahoma,0.8212873739162214,6
Louisville,0.8160508617401367,7
Michigan,0.8041340548331828,8
Auburn,0.8012724168671241,9
USC,0.7987784992296056,10
Wake Forest,0.7707562158298865,11
TCU,0.7479107775936878,12
West Virginia,0.7453887461620656,13
BYU,0.7417072877593306,14
Rutgers,0.733777044083449,15
Virginia Tech,0.7332349616827369,16
Texas,0.7284264975802617,17
Arkansas,0.7030879084055839,18
Boston College,0.6998917156414253,19
California,0.6868238872781589,20
Hawai'i,0.680843412741006,21
Notre Dame,0.6807457698160299,22
Georgia,0.6793574409197558,23
Penn State,0.6774703400151638,24
Maryland,0.6764525955358408,25
Tennessee,0.6529588256214052,26
Central Michigan,0.6492678205066332,27
Oregon State,0.6381213348243836,28
Texas A&M,0.6359076244924018,29
Houston,0.6207417243329125,30
Kentucky,0.6139749695123872,31
Nebraska,0.6102237599477246,32
South Carolina,0.5961631914671354,33
South Florida,0.5915237068355774,34
Georgia Tech,0.5900501317274595,35
Southern Mississippi,0.5877143131664924,36
San José State,0.5858491169157848,37
Texas Tech,0.5796400298044415,38
Utah,0.5532221949195084,39
Ohio,0.5531014349588337,40
Cincinnati,0.5518733297057822,41
Navy,0.5517330504602339,42
Troy,0.5495489116478623,43
Missouri,0.5469214622150069,44
Clemson,0.5273983695275506,45
Tulsa,0.5259712331932398,46
Western Michigan,0.5179651234630933,47
Purdue,0.5121937008259759,48
Oklahoma State,0.5093933170018259,49
East Carolina,0.5093754971708228,50
Rice,0.5045282203943174,51
Nevada,0.5004526662187603,52
Kansas State,0.49603617556643337,53
Middle Tennessee,0.4770011821873359,54
Oregon,0.47638208530446446,55
Arizona State,0.4714126789810006,56
Florida State,0.47106847000833163,57
Miami,0.4672132115300535,58
Wyoming,0.4575396502382928,59
Northern Illinois,0.45712911053718785,60
Arizona,0.4500957393047616,61
UCLA,0.44836858840040156,62
SMU,0.4471479712828555,63
Pittsburgh,0.44509106856548786,64
Washington State,0.4442563498367028,65
Minnesota,0.44291304277545607,66
Kansas,0.43108569048929474,67
Arkansas State,0.42952329360914676,68
Louisiana,0.42258872353668975,69
New Mexico,0.4224685967572216,70
Kent State,0.41504885953273146,71
Virginia,0.4034545490972102,72
Ball State,0.3918863691778334,73
Indiana,0.3905752941649742,74
Toledo,0.389645584770445,75
Washington,0.3856199272852508,76
Marshall,0.3828471543089459,77
Florida Atlantic,0.37956140640123176,78
Akron,0.37718717862861784,79
Iowa,0.36676395513982035,80
UTEP,0.3521735662071534,81
Connecticut,0.3475131905435519,82
Syracuse,0.34567954680486107,83
Alabama,0.34148874666838624,84
Idaho,0.33680857313181584,85
Fresno State,0.3347219001556424,86
New Mexico State,0.33042758050188875,87
Tulane,0.32986990007672257,88
Baylor,0.32792637581594614,89
Northwestern,0.32677108557053847,90
Ole Miss,0.3200774040666665,91
UCF,0.31764654378901924,92
Louisiana Monroe,0.3050640574017891,93
Air Force,0.3010274069483703,94
Vanderbilt,0.2963351074327728,95
San Diego State,0.28833587576178515,96
Colorado State,0.2880990939573872,97
Iowa State,0.28217606982068727,98
Bowling Green,0.2799191684437173,99
Army,0.2582307039079279,100
Louisiana Tech,0.25785897949884984,101
North Texas,0.2524356512324215,102
Michigan State,0.24833934303331584,103
North Carolina,0.24677745666252815,104
Mississippi State,0.2355168453972902,105
UAB,0.22724696813433962,106
Buffalo,0.20813536955323664,107
NC State,0.20652650497665107,108
Miami (OH),0.20036029308846937,109
Colorado,0.19952914225288002,110
UNLV,0.19874641417550062,111
Stanford,0.19197572895234488,112
Utah State,0.1872892870589627,113
Memphis,0.18624867234207643,114
Illinois,0.1574428413488937,115
Temple,0.1549288966182491,116
Eastern Michigan,0.1344089312848707,117
Florida International,0.05812728778489734,118
Duke,0.0,119
