,4,5,6,7,8,9,10,11,12,13,14,15,16
Air Force,90,88,95,96,101,89,83,72,78,83,83,82,82
Akron,56,52,63,54,60,49,60,51,59,66,62,64,64
Alabama,6,12,7,10,5,4,6,15,10,16,17,17,14
Arizona,21,17,9,9,6,5,12,7,15,17,14,14,8
Arizona State,41,34,66,77,87,74,48,36,27,29,34,34,34
Arkansas,25,50,36,52,64,66,73,63,51,51,41,40,38
Arkansas State,97,74,84,88,93,104,102,101,102,97,95,94,94
Army,91,60,38,30,50,60,68,79,72,69,67,59,57
Auburn,10,11,10,7,3,6,4,4,2,1,3,3,3
BYU,16,15,21,33,40,48,55,57,48,58,50,50,56
Ball State,50,51,37,32,42,31,26,24,20,19,19,19,26
Baylor,36,25,57,41,53,68,65,80,60,68,66,67,67
Boston College,104,56,35,27,29,27,25,17,16,9,16,16,11
Bowling Green,46,68,53,47,33,41,36,32,45,38,37,37,36
California,7,13,6,19,28,30,43,58,39,33,28,28,24
Central Michigan,81,95,98,75,83,75,75,65,53,63,60,62,62
Cincinnati,40,63,56,70,54,42,35,33,31,27,29,29,27
Clemson,58,32,22,20,35,32,27,34,23,21,20,20,19
Colorado,19,44,48,42,38,44,50,46,42,42,42,41,30
Colorado State,63,72,86,67,78,83,77,75,69,55,56,56,53
Duke,59,71,81,89,105,98,101,87,85,85,90,90,91
East Carolina,67,78,87,95,85,93,97,99,103,100,100,99,99
Eastern Michigan,88,87,65,58,47,56,62,73,79,87,86,85,85
Florida,8,7,8,4,12,16,10,9,7,6,11,11,2
Florida State,1,3,3,1,1,1,1,1,4,3,1,1,1
Fresno State,43,29,31,49,46,35,40,35,32,25,26,26,29
Georgia,70,90,100,85,68,47,56,61,62,60,47,47,46
Georgia Tech,55,76,79,66,75,80,71,56,49,46,59,61,61
Hawai'i,44,30,51,63,61,70,69,60,66,54,63,58,54
Houston,102,106,68,76,66,69,84,93,93,95,98,98,98
Illinois,89,93,72,81,62,45,39,30,41,49,49,49,48
Indiana,14,19,19,12,13,13,8,16,21,23,22,22,28
Iowa,42,46,62,74,86,94,85,74,65,52,52,52,60
Iowa State,84,91,96,90,95,84,92,81,84,88,87,86,86
Kansas,94,89,70,73,67,72,61,70,75,67,65,66,66
Kansas State,15,18,23,21,26,22,21,25,24,24,24,24,23
Kent State,103,99,101,104,106,106,106,106,106,106,106,106,106
Kentucky,72,48,27,28,24,40,31,48,44,50,51,51,58
LSU,80,81,69,71,82,78,63,43,47,43,54,54,52
Louisiana,75,67,55,40,39,34,29,38,38,37,32,32,32
Louisiana Tech,99,102,83,79,89,96,87,90,91,92,96,95,95
Louisville,12,5,5,17,16,10,14,22,26,28,23,23,22
Maryland,98,103,103,106,98,97,98,98,97,93,92,92,92
Memphis,79,40,30,35,49,43,54,42,36,40,45,45,44
Miami,9,8,12,22,21,9,13,12,8,15,12,12,17
Miami (OH),65,84,90,93,79,88,93,94,88,76,76,76,76
Michigan,28,33,16,34,19,38,46,40,34,22,21,21,16
Michigan State,57,43,41,23,31,26,34,27,30,31,39,44,49
Minnesota,66,75,92,69,59,37,37,55,70,73,74,74,74
Mississippi State,106,92,82,84,69,59,74,86,86,90,73,73,73
Missouri,64,69,44,61,51,57,47,62,67,70,69,69,68
NC State,13,42,61,45,36,29,18,28,29,34,33,33,40
Navy,52,35,58,44,41,46,52,54,71,82,82,89,89
Nebraska,17,14,17,14,10,12,11,10,9,11,10,9,15
Nevada,39,55,45,46,43,50,42,39,35,45,44,43,39
New Mexico,105,94,67,57,55,64,76,68,54,47,48,48,47
New Mexico State,38,59,60,50,58,53,44,52,58,65,61,63,63
North Carolina,32,16,18,15,9,17,19,14,11,13,13,13,18
Northern Illinois,74,57,47,56,52,58,66,77,83,80,80,80,80
Northwestern,60,24,34,53,71,76,91,97,99,99,99,100,100
Notre Dame,3,2,1,2,4,2,3,3,1,4,5,6,5
Ohio,101,105,105,105,100,87,80,82,76,71,71,71,71
Ohio State,2,4,2,3,2,3,2,5,3,7,7,8,10
Oklahoma,4,9,14,8,14,14,22,21,19,20,25,25,20
Oklahoma State,23,54,39,55,57,65,70,76,81,84,84,83,83
Ole Miss,24,20,42,37,25,36,51,64,55,56,68,68,69
Oregon,27,26,32,62,45,55,33,41,61,72,72,72,72
Oregon State,76,80,52,48,63,73,88,92,90,77,78,78,78
Pacific,95,70,91,94,96,102,103,102,95,91,91,91,90
Penn State,5,1,4,6,17,20,28,19,13,14,8,10,7
Pittsburgh,73,66,76,82,92,99,82,88,92,89,88,87,87
Purdue,45,64,97,103,103,103,104,104,104,105,105,105,105
Rice,35,31,54,39,56,63,57,50,64,62,53,53,51
Rutgers,18,38,25,51,37,52,72,78,80,75,89,88,88
SMU,96,62,74,87,104,105,105,105,105,101,101,101,101
San Diego State,37,23,49,36,27,23,30,31,43,48,57,57,55
San José State,100,104,106,101,94,81,90,91,94,96,94,93,93
South Carolina,48,82,77,64,76,62,67,69,74,81,81,81,81
Southern Mississippi,83,77,85,97,97,79,89,95,96,98,97,97,97
Stanford,54,83,78,72,77,90,78,83,73,74,75,75,75
Syracuse,47,36,59,59,48,54,53,44,57,57,46,46,45
TCU,61,97,94,98,84,67,49,66,77,79,79,79,79
Temple,49,73,80,83,91,101,99,103,100,104,103,103,103
Tennessee,34,22,20,13,23,25,16,13,14,10,6,7,12
Texas,22,45,24,38,44,39,58,47,37,30,35,35,35
Texas A&M,31,39,26,25,11,8,9,11,6,5,4,4,9
Texas Tech,93,101,104,102,80,77,64,45,46,39,38,38,43
Toledo,53,49,64,68,81,86,81,85,87,78,77,77,77
Tulane,77,98,73,78,90,85,94,84,89,94,93,96,96
Tulsa,82,85,93,86,72,71,59,53,68,59,64,65,65
UCLA,85,47,33,24,15,15,7,6,17,12,15,15,21
UNLV,87,86,88,91,88,95,96,89,82,86,85,84,84
USC,78,37,43,29,20,33,24,23,18,26,27,27,25
UTEP,71,79,89,92,99,100,100,100,101,102,102,102,102
Utah,51,61,71,80,70,61,45,59,50,44,43,42,50
Utah State,92,96,102,100,102,91,79,71,63,53,55,55,42
Vanderbilt,68,65,75,60,73,82,86,67,56,64,70,70,70
Virginia,11,10,15,16,22,11,20,18,25,36,36,36,41
Virginia Tech,26,28,40,43,34,24,23,29,22,18,18,18,13
Wake Forest,86,100,99,99,74,92,95,96,98,103,104,104,104
Washington,30,27,28,18,32,19,32,26,40,32,31,31,31
Washington State,33,58,46,31,18,28,38,49,52,61,58,60,59
West Virginia,29,21,13,11,8,7,5,2,5,2,2,2,4
Western Michigan,69,53,50,65,65,51,41,37,33,41,40,39,37
Wisconsin,20,6,11,5,7,18,15,8,12,8,9,5,6
Wyoming,62,41,29,26,30,21,17,20,28,35,30,30,33
