,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Air Force,51,47,51,41,35,38,45,42,40,34,34,34,34,34
Akron,84,72,59,54,58,61,71,70,65,59,62,62,62,62
Alabama,75,84,74,77,73,78,80,81,83,87,86,86,86,86
Arizona,56,56,49,45,41,50,53,57,63,64,72,72,72,72
Arizona State,45,42,50,44,51,46,52,56,60,62,59,59,59,59
Arkansas,36,37,41,37,44,44,51,54,58,55,53,52,52,52
Arkansas State,106,108,109,110,110,111,112,114,108,107,106,106,106,106
Army,112,113,111,112,112,107,105,106,106,108,107,112,112,112
Auburn,28,22,18,24,27,24,23,25,23,21,23,23,23,23
BYU,86,80,79,68,67,75,64,72,71,65,63,63,63,63
Ball State,79,83,87,81,75,59,57,62,70,63,64,64,64,64
Baylor,92,87,92,101,104,106,108,109,110,110,110,109,109,109
Boise State,48,45,42,47,43,39,37,32,30,27,30,30,30,30
Boston College,54,48,60,53,48,54,49,46,50,49,54,54,54,54
Bowling Green,109,111,105,106,107,101,96,99,102,101,104,104,104,104
Buffalo,111,103,107,107,105,105,106,100,104,105,105,105,105,105
California,69,81,83,88,82,89,81,84,87,88,85,85,85,85
Central Michigan,99,102,106,104,102,104,104,105,101,104,102,102,102,102
Cincinnati,52,62,66,63,70,60,56,51,47,46,46,46,46,46
Clemson,12,11,10,10,10,10,11,16,14,14,13,14,14,14
Colorado,73,74,82,83,87,92,88,82,86,82,83,83,83,83
Colorado State,32,32,29,23,19,20,18,17,19,17,17,17,17,17
Connecticut,76,85,86,89,88,83,85,90,92,92,90,90,90,90
Duke,116,116,116,116,116,116,116,116,116,116,116,116,116,116
East Carolina,15,12,16,19,18,17,22,24,21,31,28,28,28,28
Eastern Michigan,88,95,97,100,100,102,98,92,89,90,87,88,88,88
Florida,2,2,3,3,4,4,4,3,2,3,4,4,4,4
Florida State,4,4,4,6,5,5,5,4,3,2,2,2,2,2
Fresno State,83,70,76,65,56,64,59,53,55,53,48,48,48,48
Georgia,14,15,13,11,11,12,12,14,20,16,18,18,18,18
Georgia Tech,26,28,25,28,24,21,20,20,18,15,14,13,13,13
Hawai'i,89,97,99,103,96,98,101,103,96,89,95,97,97,97
Houston,93,96,85,86,89,84,86,91,93,95,94,94,94,94
Idaho,94,88,77,80,74,80,76,71,61,70,70,70,70,70
Illinois,65,63,73,67,68,73,78,74,76,78,78,78,78,78
Indiana,96,98,91,95,97,91,94,95,99,102,99,99,99,99
Iowa,77,91,94,85,93,99,102,96,94,96,93,93,93,93
Iowa State,19,18,19,21,21,26,26,29,27,26,29,29,29,29
Kansas,70,55,72,74,71,58,68,77,79,81,81,81,81,81
Kansas State,7,5,7,5,6,6,6,6,6,5,6,6,6,6
Kent State,115,114,114,109,109,110,111,113,112,113,113,113,113,113
Kentucky,102,100,104,105,106,108,107,107,107,111,112,111,111,111
LSU,9,17,12,15,16,15,15,13,13,12,16,16,16,16
Louisiana,110,112,113,113,113,113,113,108,109,109,109,108,108,108
Louisiana Monroe,105,109,110,111,111,112,109,112,114,114,114,115,115,115
Louisiana Tech,98,99,98,102,92,94,97,98,95,98,97,96,96,96
Louisville,40,44,36,34,29,31,28,26,24,23,22,22,22,22
Marshall,37,41,40,42,52,48,41,38,37,39,38,38,38,38
Maryland,63,57,68,76,80,76,69,60,66,72,71,71,71,71
Memphis,91,79,80,78,81,86,82,86,84,85,82,82,82,82
Miami,10,9,9,9,9,9,8,7,7,7,7,7,7,7
Miami (OH),71,59,71,69,62,57,66,58,64,58,61,61,61,61
Michigan,6,6,5,7,7,7,7,9,9,9,9,9,9,9
Michigan State,39,36,47,56,60,66,58,65,56,68,68,68,68,68
Middle Tennessee,58,77,75,71,59,63,72,63,54,54,56,56,56,56
Minnesota,44,52,46,46,46,51,60,69,67,67,65,65,65,65
Mississippi State,11,16,14,12,14,19,19,18,15,19,26,26,26,26
Missouri,80,78,90,84,91,96,103,104,100,103,100,100,100,100
NC State,23,24,21,25,22,25,32,37,36,36,33,33,33,33
Navy,113,115,115,115,115,114,115,115,115,115,115,114,114,114
Nebraska,3,3,2,2,2,2,2,2,4,4,3,3,3,3
Nevada,95,89,89,93,98,97,100,102,105,100,103,103,103,103
New Mexico,97,90,78,79,79,72,63,73,74,76,76,76,76,76
New Mexico State,100,101,102,96,86,81,84,88,91,93,91,92,92,92
North Carolina,46,46,52,59,66,70,75,67,62,57,60,60,60,60
North Texas,104,104,101,94,99,100,93,94,98,94,92,91,91,91
Northern Illinois,68,71,61,57,50,55,50,52,53,52,52,53,53,53
Northwestern,22,23,20,17,20,23,25,22,26,25,24,25,25,25
Notre Dame,35,39,45,43,38,36,33,36,33,29,25,24,24,24
Ohio,49,60,67,60,53,49,48,50,45,43,43,43,43,43
Ohio State,20,21,28,26,30,27,34,30,31,37,36,36,36,36
Oklahoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oklahoma State,74,69,81,90,94,93,95,97,103,99,101,101,101,101
Ole Miss,30,34,30,27,33,37,36,33,41,41,41,41,41,41
Oregon,33,25,17,22,17,16,16,12,11,13,12,12,12,12
Oregon State,17,19,15,13,12,11,9,8,8,8,8,8,8,8
Penn State,59,65,64,75,76,67,61,68,73,71,69,69,69,69
Pittsburgh,43,33,39,50,54,53,55,64,69,61,57,57,57,57
Purdue,27,20,24,20,23,18,17,21,22,20,19,19,19,19
