,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Air Force,17,9,7,11,12,20,28,26,25,18,16,17,17,26
Akron,95,103,108,84,88,100,99,105,97,97,95,93,93,93
Alabama,11,43,27,52,53,61,48,55,64,72,82,82,82,81
Arizona,66,70,91,71,50,57,65,64,53,50,52,40,40,29
Arizona State,12,48,35,44,31,19,19,13,9,10,14,16,16,13
Arkansas,74,26,18,35,40,56,61,63,74,80,67,74,74,74
Arkansas State,60,74,81,98,103,106,106,107,101,98,100,100,100,100
Army,73,99,99,103,98,88,73,70,75,69,86,85,86,85
Auburn,1,1,2,4,1,9,6,15,17,13,13,13,13,11
BYU,81,30,28,32,43,36,34,46,45,46,55,55,55,53
Ball State,90,101,103,105,107,93,87,75,60,64,64,64,64,62
Baylor,76,80,80,96,92,107,109,101,102,104,105,105,105,105
Boise State,104,93,96,87,76,65,76,81,84,82,77,77,77,77
Boston College,44,46,54,65,74,94,103,86,91,91,81,81,81,83
Bowling Green,65,54,63,58,66,72,81,90,89,89,87,87,87,88
California,52,18,52,63,77,77,85,66,77,90,96,95,95,94
Central Michigan,53,64,84,89,89,99,101,102,104,102,99,97,97,98
Cincinnati,79,16,11,17,19,32,23,36,35,41,45,45,45,33
Clemson,7,20,51,41,59,58,51,42,38,42,37,37,37,43
Colorado,40,49,36,43,54,38,37,49,49,52,54,57,57,58
Colorado State,63,73,62,46,44,35,29,25,22,26,18,19,19,10
Duke,108,88,64,86,93,96,105,103,105,106,106,106,106,106
East Carolina,41,81,76,88,94,92,83,67,62,54,68,66,66,65
Eastern Michigan,99,110,90,95,80,64,72,79,71,77,80,80,80,80
Florida,9,2,1,1,8,6,8,16,12,12,8,8,8,7
Florida State,34,13,6,7,6,2,1,2,1,1,2,3,3,3
Fresno State,89,97,100,74,86,67,57,53,54,68,57,58,58,56
Georgia,5,5,15,6,18,15,11,4,7,14,11,7,7,8
Georgia Tech,111,71,31,21,17,26,25,38,51,43,40,48,49,32
Hawai'i,30,59,57,69,57,62,80,84,80,87,91,99,99,99
Houston,102,102,77,94,91,71,63,71,83,86,89,89,89,89
Idaho,39,67,61,49,45,54,58,62,66,62,70,68,68,67
Illinois,105,105,107,108,104,108,107,110,111,111,111,111,111,111
Indiana,49,77,92,90,96,103,102,98,95,103,102,102,102,102
Iowa,27,27,26,38,42,47,41,20,33,45,43,42,42,50
Iowa State,107,107,106,110,110,109,98,104,107,107,108,108,108,108
Kansas,13,21,33,23,39,53,54,52,55,70,74,73,73,73
Kansas State,18,19,14,29,20,8,7,8,4,4,5,5,5,4
Kent State,101,89,82,92,95,97,86,73,86,83,88,88,88,86
Kentucky,77,39,49,34,56,49,53,59,63,58,65,65,65,63
LSU,6,24,25,19,9,23,22,19,15,29,25,21,21,17
Louisiana,103,109,112,100,102,102,104,106,106,105,103,103,103,103
Louisiana Monroe,88,87,93,77,87,95,89,72,73,78,75,75,75,75
Louisiana Tech,22,14,43,28,37,40,39,27,29,27,22,23,23,24
Louisville,93,91,104,104,105,105,108,108,108,108,109,109,109,109
Marshall,50,35,30,33,30,39,31,30,27,19,20,20,20,21
Maryland,97,96,74,48,62,84,94,100,103,101,104,104,104,104
Memphis,85,95,94,99,82,86,95,80,85,76,84,83,83,82
Miami,31,86,95,101,97,76,59,54,61,60,59,71,71,72
Miami (OH),58,56,45,22,25,18,21,33,28,28,24,26,26,27
Michigan,3,3,4,9,11,5,3,3,3,2,1,1,1,2
Michigan State,10,11,17,12,13,31,43,47,52,53,50,32,32,44
Minnesota,75,52,75,78,83,90,96,99,100,92,94,94,94,95
Mississippi State,26,40,19,36,34,34,26,17,19,15,26,39,39,35
Missouri,67,61,60,53,64,45,30,23,34,32,30,33,33,37
NC State,43,37,58,60,71,78,74,77,68,55,47,49,50,48
Navy,80,51,78,79,79,66,68,82,65,59,51,52,47,47
Nebraska,35,8,12,3,2,1,2,1,2,3,3,2,2,1
Nevada,82,85,97,91,100,87,78,65,59,67,71,69,69,69
New Mexico,23,17,22,24,22,27,40,37,40,31,23,24,24,36
