,PCT,Rank
Virginia,1.0,1
Utah,0.9527686820254941,2
Arizona State,0.9497865746696292,3
USC,0.9332972751724945,4
Purdue,0.9299058589638639,5
Miami,0.908426889642537,6
Auburn,0.9063705999298328,7
Tennessee,0.8968492963785912,8
Texas,0.8941205706934863,9
Louisville,0.8800871243129458,10
Wisconsin,0.8671646591041984,11
West Virginia,0.8645333879078471,12
Minnesota,0.843676178224769,13
Ohio State,0.8418459829259737,14
Southern Mississippi,0.839390129809379,15
Oklahoma State,0.8083996023856859,16
Fresno State,0.8032150235839863,17
Boise State,0.8013536428487896,18
Colorado,0.798868553385569,19
Oklahoma,0.7988490624878182,20
Georgia,0.7871155420418665,21
Arkansas,0.7835487077534791,22
Boston College,0.7831978715939657,23
Michigan,0.7628786106888084,24
Notre Dame,0.7417553502514327,25
Navy,0.7332592679218806,26
Texas Tech,0.7128552216115074,27
South Carolina,0.7075926792188049,28
UAB,0.7049419171247029,29
LSU,0.7039966085837914,30
Florida State,0.6938321054067751,31
Wake Forest,0.6865863641679336,32
California,0.6847883288504268,33
Nebraska,0.6790307176548552,34
Florida Atlantic,0.6691956106498266,35
Texas A&M,0.6610484153900129,36
NC State,0.6542421938954509,37
Florida,0.6501724944450942,38
Washington State,0.6425125716290492,39
Maryland,0.6383902467547655,40
Alabama,0.6226903286165362,41
UCLA,0.6069027014384283,42
Rutgers,0.597804350368378,43
Memphis,0.596921412700269,44
North Carolina,0.59376681089931,45
Kansas State,0.5855718629400071,46
Stanford,0.5636329084317624,47
Wyoming,0.5505818032978599,48
South Florida,0.5444304759677231,49
San Diego State,0.5422669863173898,50
Florida International,0.5411326160682961,51
Connecticut,0.5385949011811484,52
Missouri,0.5255087124312946,53
Rice,0.5163284995906912,54
Iowa,0.5133756285814525,55
Louisiana Tech,0.5044293065138581,56
Pittsburgh,0.5012698319884614,57
Baylor,0.49935972400888784,58
Michigan State,0.4979973102561104,59
Toledo,0.4919746228511286,60
Iowa State,0.4919103028885511,61
Syracuse,0.48451935446146654,62
Georgia Tech,0.46655654309437494,63
Miami (OH),0.4503479125248509,64
Air Force,0.44490995205239153,65
New Mexico,0.4391737808443457,66
Kentucky,0.4387352356449538,67
Troy,0.4327710209332242,68
Illinois,0.4323617120804584,69
TCU,0.4210180095895217,70
Penn State,0.4203163372704947,71
Utah State,0.4128610688808327,72
Northern Illinois,0.4073529411764706,73
Louisiana,0.40084200678283244,74
Cincinnati,0.3990907496199275,75
Nevada,0.3971085253186762,76
UTEP,0.38545491755350253,77
Virginia Tech,0.38488188515963045,78
Northwestern,0.3736258917085721,79
Ohio,0.36987194480177754,80
BYU,0.35509004794760846,81
Bowling Green,0.32819845632089817,82
Oregon State,0.32661384633376217,83
Middle Tennessee,0.3252982107355865,84
Colorado State,0.32135130394105954,85
Kansas,0.318661560051456,86
Tulane,0.31278505437960474,87
Indiana,0.3053590223365688,88
SMU,0.30179218804818153,89
New Mexico State,0.2974067360542627,90
Mississippi State,0.28302245351420885,91
Houston,0.28302245351420885,92
Tulsa,0.28088235294117647,93
San José State,0.2790463103730558,94
Ball State,0.2788416559466729,95
Oregon,0.2682288621213893,96
Temple,0.26605075429774294,97
Central Michigan,0.2617383931703895,98
Arizona,0.25278037656414454,99
Hawai'i,0.24858203718863292,100
Akron,0.2468570927376915,101
Clemson,0.2397818968541691,102
Arkansas State,0.2371506256578178,103
Ole Miss,0.22544146883405447,104
Eastern Michigan,0.21075605192375163,105
Marshall,0.1966582855806339,106
Florida A&M,0.15804876622617237,107
UCF,0.14567009706467082,108
Western Michigan,0.14337212021985735,109
Kent State,0.14209741550695826,110
East Carolina,0.11596596889252714,111
North Texas,0.11503040580049118,112
Army,0.1149134604139867,113
Washington,0.10785775542821502,114
Louisiana Monroe,0.07877733598409542,115
UNLV,0.07564904689509999,116
Vanderbilt,0.03457197988539357,117
Duke,0.028023038241141385,118
Idaho,0.019164425213425318,119
Buffalo,0.0,120
