,4,5,6,7,8,9,10,11,12,13,14,15,16
Air Force,0.03454642857142857,0.048615178571428566,0.028361071428571423,0.040351785714285715,0.0568402332361516,0.07391042729591837,0.08319107142857143,0.08535882936507937,0.09906632034632035,0.10763096221959859,0.12376248647186147,0.12299868851386708,0.14461515517449583
Akron,-0.05116071428571429,-0.07212392857142857,-0.07292428571428572,-0.08526318027210884,-0.09807033527696793,-0.10914833120748299,-0.12223425925925926,-0.12247910052910052,-0.1344167207792208,-0.14556257378984652,-0.15721502976190477,-0.15712408424908425,-0.1575796130952381
Alabama,0.06710714285714285,0.09172571428571429,0.09342285714285715,0.11443537414965986,0.12474125364431488,0.14150000000000001,0.14364732142857145,0.12813333333333335,0.14708331168831168,0.15538220188902008,0.13344464285714286,0.13344464285714286,0.16177550718512257
Appalachian State,0.05664285714285715,0.06865803571428572,0.07141696428571429,0.08551071428571429,0.09839668367346938,0.10697986516034987,0.08618898809523809,0.10527645502645502,0.12064318181818182,0.1330497343565525,0.1469605654761905,0.16475142645815724,0.1803348985198475
Arizona,0.03411190476190477,0.041168750000000004,0.06699214285714286,0.0389670918367347,0.015265524781341109,-0.006514955357142856,-0.0298244708994709,-0.02884510582010582,-0.039152370129870134,-0.052808766233766236,-0.07234015567765567,-0.07365350601779175,-0.07410451334379906
Arizona State,0.034421428571428575,0.06443142857142858,0.05439928571428572,0.0737813775510204,0.05438986880466472,0.02190714285714286,0.023258705357142858,0.000711772486772488,-0.021729253246753243,0.017081965761511213,0.03615089285714286,0.0355838141025641,0.05733367648834682
Arkansas,-0.007059821428571429,-0.02954285714285714,-0.027707857142857145,-0.051098979591836735,-0.06071239067055393,-0.06519732142857143,-0.08318928571428572,-0.09638607142857142,-0.09722211038961039,-0.10255097402597403,-0.12288229166666667,-0.12288229166666667,-0.12297421016483517
Arkansas State,0.005845982142857143,0.020880357142857145,0.003283035714285715,0.003828273809523811,-0.009101858600583091,0.005406409438775511,0.019115906084656086,0.021715410052910056,0.035793392857142864,0.0528823051948052,0.030686755952380962,0.029981055402930404,0.04573998460330878
Army,0.020796875,0.022095982142857143,0.010787500000000002,-0.003471726190476191,-0.017766217201166182,-0.034863919005102044,-0.047060185185185184,-0.033769345238095244,-0.020450413223140496,-0.020481227863046042,-0.0330490956959707,-0.04430849686028257,-0.04403575655114116
Auburn,0.07908035714285715,0.10564142857142858,0.08604285714285714,0.07942857142857143,0.09335076530612245,0.07548102678571429,0.09160251322751323,0.09299047619047619,0.07484344155844157,0.08477821723730815,0.11675029761904762,0.1151151098901099,0.09747523245984785
BYU,0.01420982142857143,-0.0032328571428571406,-0.005697142857142857,-0.023809523809523808,-0.0020517492711370263,0.0009318513119533529,0.018258370535714292,0.03845793650793651,0.0490022077922078,0.05601998229043684,0.04194181547619047,0.04176833791208792,0.024708057601738925
Ball State,-0.03219821428571429,-0.03622946428571429,-0.01977357142857143,0.003198214285714284,0.02316916909620991,0.006536336096938775,0.005000595238095238,-0.011451455026455028,-0.027492305194805194,-0.044552744982290435,-0.023456696428571427,-0.023504544413919415,-0.024859070839874414
Baylor,0.03585535714285714,0.06239151785714286,0.09374642857142856,0.11363035714285713,0.13594438775510204,0.13558104956268224,0.15150881696428573,0.16491574074074075,0.1474325,0.16923940377804014,0.18307023809523812,0.16483903212172443,0.14195285097555504
Boise State,0.06502678571428572,0.06593526785714286,0.07180142857142857,0.09341964285714285,0.06919825072886299,0.07066353862973762,0.08491889880952382,0.1036857142857143,0.1144249025974026,0.13218949232585597,0.14407732371794874,0.16136155808477237,0.14004317111459968
Boston College,0.031033035714285714,0.013645000000000001,-0.007763690476190478,-0.010073214285714286,0.01988185131195335,0.012089540816326527,0.029234920634920634,0.0005155952380952375,0.0018885389610389645,-0.012894716646989374,0.012150892857142862,0.012150892857142862,-0.0016184730105059733
Bowling Green,-0.02485089285714286,-0.02634017857142857,-0.039499285714285716,-0.015088690476190476,-0.03188090379008746,-0.04635821641156463,-0.034805489417989416,-0.03414775132275132,-0.04731366883116883,-0.06181502361275089,-0.07415491071428572,-0.07431453754578754,-0.07450805533751963
Buffalo,0.007966071428571427,-0.00843357142857143,-0.025916666666666668,-0.027064285714285714,-0.015099562682215744,0.005511681547619047,0.023273611111111113,0.022622751322751322,0.004772824675324675,0.024930401416765054,0.03874017857142857,0.038278869047619055,0.055840665378577466
California,0.07384910714285714,0.04912285714285715,0.03192142857142857,0.03199251700680272,0.0007608965014577248,-0.01177012117346939,-0.01020342261904762,0.015197883597883596,-0.0019924675324675327,0.01879681227863046,0.03571755952380952,0.03504333791208791,0.057478341987682646
Central Michigan,-0.01170267857142857,-0.023682142857142853,-0.0037982142857142845,0.00729234693877551,0.020766645408163267,0.005679761904761906,0.023331428571428572,0.024093452380952382,0.04084312278630461,0.04060900236127509,0.060227827380952385,0.04347636306001691,0.029291476508185692
Charlotte,0.0010526785714285714,-0.01140357142857143,-0.011817857142857144,-0.026461479591836735,-0.038993221574344025,-0.023514955357142858,-0.007223776455026455,0.0036675000000000006,0.003001363636363638,0.024226948051948055,0.034128422619047624,0.03423779761904762,0.017691293322062554
Cincinnati,0.019000000000000003,0.03931785714285714,0.054637142857142856,0.06685714285714285,0.08224999999999999,0.08324489795918368,0.09443154761904762,0.10520992063492064,0.11741750000000001,0.13362839433293977,0.11883705357142857,0.10509673499577346,0.12640275285938551
