,PCT,Rank
Georgia Tech,1.0,1
Virginia,0.9520544133027888,2
Houston,0.9329426722458929,3
Auburn,0.9025435080530534,4
Washington,0.8969150947953065,5
Nebraska,0.8676932369942942,6
Wyoming,0.8352782597703883,7
Miami,0.8284983216597307,8
Colorado,0.8171955433425204,9
Indiana,0.8079119144908249,10
Toledo,0.7933586149126033,11
Ole Miss,0.786934841179275,12
USC,0.7645511574356499,13
Florida,0.7506018283205809,14
Tennessee,0.7295094963644619,15
Clemson,0.7194793944679123,16
TCU,0.7010944490754324,17
BYU,0.7003361685190577,18
South Carolina,0.6954892392027106,19
Iowa,0.6497844852916701,20
Illinois,0.6484195802901955,21
Fresno State,0.6452786089044216,22
Oklahoma,0.626012162365156,23
Notre Dame,0.6199717752811307,24
Texas,0.6131067012210062,25
Louisville,0.5999566133530801,26
Florida State,0.5984076411628355,27
California,0.5881849576701255,28
Central Michigan,0.5720189578371855,29
Arizona,0.5576747812038326,30
Syracuse,0.5546901889339417,31
San José State,0.5541809493774392,32
Southern Mississippi,0.549363484676997,33
Penn State,0.5408937291790378,34
Texas A&M,0.5328426095436736,35
Michigan,0.5312565899319602,36
North Carolina,0.5310081393076641,37
Maryland,0.5240126491162778,38
Oregon,0.5204511678316763,39
NC State,0.51420986889795,40
LSU,0.5086555829808783,41
Memphis,0.501252262424825,42
Kansas State,0.500887908617487,43
Minnesota,0.495348214184836,44
Boston College,0.483902120842471,45
Louisiana Tech,0.4698632929565909,46
UNLV,0.4547718308349307,47
Baylor,0.4524959600707658,48
Northern Illinois,0.44934893327312014,49
UCLA,0.41892308843727555,50
Duke,0.417533728887858,51
Virginia Tech,0.41642910368735914,52
Georgia,0.4139389103402246,53
Pittsburgh,0.41122388680812494,54
Western Michigan,0.4109888198356488,55
Michigan State,0.4062349315435688,56
Colorado State,0.405000082490092,57
Akron,0.4034666767164117,58
Navy,0.401777606777087,59
Iowa State,0.38760079349510546,60
Stanford,0.3659556750133894,61
West Virginia,0.3655007066795645,62
Miami (OH),0.36338510392727913,63
Ohio State,0.3606926013277038,64
Air Force,0.3551019179439262,65
Temple,0.3527593184908003,66
Missouri,0.35175118449110016,67
Washington State,0.34789722356332564,68
Arizona State,0.34157574187705225,69
Ball State,0.33695144373205677,70
Arkansas State,0.334363811333428,71
Alabama,0.3317092985897271,72
Long Beach State,0.3288490751636611,73
UTEP,0.32621760331629457,74
Eastern Michigan,0.32273444158058734,75
Kentucky,0.3191978210656557,76
Hawai'i,0.30479519183398573,77
Utah,0.2938538858579994,78
Pacific,0.28876461007583487,79
Oklahoma State,0.28538078309301274,80
Oregon State,0.2777265095868273,81
Rice,0.2747754712315561,82
Bowling Green,0.26944930860358013,83
San Diego State,0.2602589482603186,84
Mississippi State,0.24642184466759295,85
Texas Tech,0.24424254634857204,86
Arkansas,0.2429094891304653,87
Tulane,0.23361708588947452,88
Vanderbilt,0.2245369578739512,89
Rutgers,0.21566655401145202,90
Utah State,0.21022547396515745,91
New Mexico,0.2053180555255704,92
Army,0.20383430629575322,93
Kansas,0.19728791859645908,94
Wake Forest,0.19604395934372632,95
East Carolina,0.19573999716641388,96
Louisiana,0.18173217212271012,97
SMU,0.17404821193274264,98
Wisconsin,0.15888275246135972,99
Purdue,0.15269472815300827,100
Northwestern,0.14210215540489868,101
Cincinnati,0.12454947708593689,102
Cal State Fullerton,0.11007400959053742,103
Ohio,0.10721518356721105,104
Tulsa,0.0872375240289629,105
New Mexico State,0.06884429171325984,106
Kent State,0.0,107
