,PCT,Rank
Tennessee,1.0,1
Florida,0.9977037474691492,2
Miami,0.9798797730720212,3
Colorado,0.9749061408167868,4
Nebraska,0.9567743354135483,5
LSU,0.9343220552477578,6
Illinois,0.9207322385686338,7
Texas,0.9084850272445465,8
BYU,0.8983495023639254,9
Oklahoma,0.8866552328738821,10
Maryland,0.8827556973730093,11
Oregon,0.8556329257511712,12
Louisville,0.8047612526399648,13
Marshall,0.801868756915505,14
Toledo,0.7643294319573848,15
South Carolina,0.7541555244759482,16
Georgia,0.748847248723152,17
Fresno State,0.7468775300825348,18
Syracuse,0.7447991822001989,19
Michigan,0.7446129997121005,20
Washington State,0.7416114862564593,21
Florida State,0.7336369527835748,22
Hawai'i,0.7205057038492828,23
Bowling Green,0.6944947029857351,24
Stanford,0.6930120998678662,25
Arkansas,0.6702200325116121,26
Boston College,0.658527638085918,27
Texas A&M,0.6499127129315145,28
South Florida,0.6488716226087978,29
Virginia Tech,0.6431032668657274,30
Ohio State,0.6427471160880855,31
Alabama,0.641901028721146,32
Washington,0.6391225995100482,33
North Carolina,0.6367217583440555,34
Middle Tennessee,0.6264052576610764,35
Texas Tech,0.6167312062741322,36
Troy,0.61389028156475,37
Boise State,0.6126999681029637,38
Utah,0.6114246208259457,39
NC State,0.605466333040927,40
UCLA,0.6053108838669048,41
Auburn,0.5922901928252922,42
Iowa State,0.5914562972298986,43
Rice,0.5880419981095971,44
Pittsburgh,0.5869603746797051,45
Ole Miss,0.5862473473069681,46
Kansas State,0.582723877923162,47
Colorado State,0.5814463686607882,48
Cincinnati,0.5739807054019939,49
Miami (OH),0.5702460672768356,50
Iowa,0.5700973204711881,51
Georgia Tech,0.5531879557894057,52
Kent State,0.5496559862180757,53
Indiana,0.533333097128291,54
Clemson,0.5274223078836373,55
New Mexico,0.5265176712421344,56
Michigan State,0.5263151500649615,57
Penn State,0.5239914734043901,58
UAB,0.52173433805824,59
UCF,0.5184615683114051,60
East Carolina,0.5149718478044518,61
Wake Forest,0.5138352863310469,62
Northern Illinois,0.5101340096531548,63
Purdue,0.5062150269726592,64
Louisiana Tech,0.5003441038677913,65
Montana,0.49667437233306033,66
Southern Mississippi,0.4931498812467581,67
TCU,0.48921552562182435,68
Air Force,0.4818465887302496,69
USC,0.47938012861141227,70
Notre Dame,0.4734389547518851,71
Oregon State,0.46779151551870296,72
Arizona,0.45647287369838035,73
Ball State,0.45130207169457004,74
Western Michigan,0.4422580331265078,75
North Texas,0.441689554588202,76
Memphis,0.44141392704504867,77
Virginia,0.44131916209512584,78
Wisconsin,0.4081404274266451,79
New Mexico State,0.4080527805679834,80
Utah State,0.4018284859677591,81
Temple,0.4011184644752028,82
Oklahoma State,0.39961657161420655,83
Arizona State,0.39840488803438867,84
UNLV,0.3823527092379839,85
Akron,0.3750089667126022,86
Missouri,0.36534574700684125,87
Minnesota,0.3637909283218205,88
SMU,0.3570589714427893,89
Nevada,0.3257122857864846,90
Mississippi State,0.3226734088277444,91
Northwestern,0.3198219270708099,92
West Virginia,0.31750325417463565,93
San José State,0.3068862238206611,94
San Diego State,0.3064242000178101,95
Kansas,0.29590526115133786,96
Buffalo,0.2850076417411407,97
Tulane,0.2816162694991048,98
Central Michigan,0.2767451712534291,99
Army,0.27297959107251535,100
Louisiana,0.2668532601998259,101
UTEP,0.2570458970711841,102
Rutgers,0.25380055145406993,103
Baylor,0.2349609197701215,104
California,0.22157598279764956,105
Connecticut,0.22122821815409605,106
Louisiana Monroe,0.22048819821877275,107
Arkansas State,0.20597832266049199,108
Eastern Michigan,0.20150567857997082,109
Tulsa,0.19966857575569374,110
Wyoming,0.1725046025503149,111
Kentucky,0.17166728384287827,112
Vanderbilt,0.16545601271146892,113
Idaho,0.1625598441394389,114
Ohio,0.1534976012849812,115
Houston,0.09166540860823064,116
Navy,0.0827793079179987,117
Duke,0.0,118
