,PCT,Rank
Ohio State,1.0,1
Clemson,0.9365878792563552,2
LSU,0.9299058500387635,3
Oklahoma,0.8971260276744891,4
Oregon,0.7823638331146263,5
Baylor,0.7751508256478654,6
Wisconsin,0.7714422865805515,7
Penn State,0.7522056672887183,8
Notre Dame,0.7479721872122629,9
Georgia,0.7353295490730631,10
Utah,0.7288456728326183,11
Michigan,0.7239149911573861,12
Florida,0.7002265798099772,13
Minnesota,0.6919328416223826,14
Alabama,0.6724869114180378,15
Boise State,0.6585290416101627,16
Memphis,0.6476907611687472,17
Appalachian State,0.6407225309090501,18
Auburn,0.6388499902562335,19
SMU,0.6310946971683044,20
Iowa,0.5900522941546975,21
Navy,0.5677055597790224,22
Wake Forest,0.5494705644350195,23
Cincinnati,0.5432099863760613,24
Virginia Tech,0.540812703962949,25
Virginia,0.5377474796440656,26
Oklahoma State,0.5363378139849239,27
Temple,0.5306118405041284,28
USC,0.5298052413265658,29
Florida Atlantic,0.528337155905836,30
Air Force,0.5279665630150926,31
Louisville,0.5256310776315047,32
Kansas State,0.5225586703917302,33
Iowa State,0.49979801646379274,34
Texas,0.4992894238224491,35
Arizona State,0.4967389489342444,36
Louisiana Tech,0.4931810021445851,37
San Diego State,0.4899679451445612,38
UCF,0.48954094490557215,39
Louisiana,0.4887096089838038,40
Washington,0.47826668806466444,41
Indiana,0.4752955590132094,42
Hawai'i,0.4686818934978173,43
Western Kentucky,0.4657023646843057,44
UAB,0.46249710827659485,45
Tennessee,0.4529738204052397,46
Tulane,0.4471201483391718,47
Texas A&M,0.43453121772635694,48
Kentucky,0.42084363894025,49
Utah State,0.4179517063237788,50
California,0.4178796330350323,51
Southern Mississippi,0.41571069976164765,52
Wyoming,0.4098133822359074,53
Nevada,0.4070229220753804,54
Pittsburgh,0.4040393598959475,55
Missouri,0.3998106717542336,56
Georgia State,0.3981504606339423,57
Boston College,0.3975718021359736,58
North Carolina,0.3968465363372661,59
Florida State,0.39519429018958563,60
Michigan State,0.3909072570046007,61
Marshall,0.388083512324383,62
Miami,0.38538979744093355,63
Syracuse,0.38052455904910404,64
Central Michigan,0.3783916599294821,65
Duke,0.3754330636304278,66
Western Michigan,0.3641928683797093,67
TCU,0.36092140158053954,68
West Virginia,0.35622077262266666,69
Georgia Southern,0.35581643693988724,70
Mississippi State,0.3557360101432806,71
Toledo,0.354382353334693,72
Washington State,0.3499393232471111,73
Arkansas State,0.3457828379058935,74
Florida International,0.34196839309581634,75
BYU,0.3328454559303246,76
Colorado,0.33281087629313627,77
Kent State,0.3318976241896388,78
Nebraska,0.3317856612819633,79
Buffalo,0.31943801105896846,80
South Carolina,0.31580520647794263,81
Louisiana Monroe,0.31504471348329793,82
Oregon State,0.31433576616506137,83
Liberty,0.3142952289873836,84
San José State,0.30977475087343975,85
Miami (OH),0.3089871301484395,86
South Florida,0.30401976676069586,87
Charlotte,0.2976045317476287,88
Ball State,0.29477081466267874,89
Arizona,0.29451852577412835,90
Eastern Michigan,0.2906693718151131,91
Coastal Carolina,0.28650589283940797,92
Troy,0.27912955113130355,93
Army,0.2790950810809804,94
Illinois,0.2759280206770091,95
East Carolina,0.2744148701485808,96
Tulsa,0.2669098585170807,97
Stanford,0.25744410374994997,98
Purdue,0.2520211877636143,99
NC State,0.2494965504694886,100
UNLV,0.2484325466892598,101
Texas Tech,0.2471154121941071,102
Houston,0.24259881943265627,103
Ohio,0.2398289516403425,104
Fresno State,0.2358623952801615,105
Maryland,0.2353023864741595,106
Northern Illinois,0.23010767019091719,107
UCLA,0.22694214400305857,108
Ole Miss,0.21017309215469326,109
Colorado State,0.20630606557420983,110
Texas State,0.2032903197249593,111
UT San Antonio,0.20180896433109927,112
Bowling Green,0.19773879857110285,113
Kansas,0.1945617458375148,114
North Texas,0.19240679983310519,115
Middle Tennessee,0.1911607025327009,116
Georgia Tech,0.1823101933328487,117
New Mexico,0.17305929855858504,118
Northwestern,0.15978576883649026,119
Arkansas,0.15429654283427277,120
South Alabama,0.136396011584049,121
Connecticut,0.12017731991632785,122
Rutgers,0.11801563930093023,123
Rice,0.1137417515585469,124
Vanderbilt,0.11231686328758622,125
UTEP,0.06797566649560818,126
Old Dominion,0.06435296383106431,127
UMass,0.04938211787236935,128
New Mexico State,0.03547760690539914,129
Akron,0.0,130
