,PCT,Rank
Ohio State,1.0,1
Clemson,0.9957785327458037,2
Auburn,0.9896565642974873,3
Wisconsin,0.9506149999439382,4
California,0.9502405059033268,5
Georgia,0.9320427865047598,6
SMU,0.9235931245585118,7
Florida,0.9116014665814525,8
Alabama,0.8994416226580106,9
Virginia,0.8903427629587272,10
Boise State,0.8837666924551785,11
Iowa,0.8581800038122147,12
Wake Forest,0.8422584008880218,13
Kansas State,0.8370109993608934,14
LSU,0.8336674627468128,15
Appalachian State,0.8205960509939789,16
Penn State,0.8177974368461771,17
West Virginia,0.7904436745265565,18
Colorado,0.7880352517743617,19
Texas,0.7627737226277372,20
Missouri,0.7480406337246459,21
Mississippi State,0.7457196676645699,22
USC,0.7391940529449359,23
Memphis,0.7354132328702614,24
Oklahoma,0.7292912644219449,25
Washington,0.702711157455683,26
Oregon,0.7019139560698309,27
Minnesota,0.6975556975792436,28
Navy,0.6770594369134515,29
UAB,0.6768979784049245,30
Nebraska,0.6718860372027313,31
Baylor,0.6639678428470517,32
Air Force,0.6541054189511923,33
Arizona State,0.6531635776514515,34
Michigan State,0.6527464765044233,35
Arizona,0.6508313991949499,36
Notre Dame,0.6489118369269063,37
Hawai'i,0.6451612903225807,38
Eastern Michigan,0.6296209088768543,39
Boston College,0.6276329509906152,40
Indiana,0.6195936627535403,41
Nevada,0.6191967439200781,42
Louisiana,0.6171785125634902,43
Coastal Carolina,0.6157253859867469,44
Tulane,0.6075616401493491,45
Louisiana Tech,0.5977227622859834,46
Wyoming,0.5962191799253254,47
Utah State,0.5961014497628578,48
Oklahoma State,0.5901274849473578,49
Temple,0.5872526265038627,50
San José State,0.5862390258669985,51
NC State,0.5830905849507215,52
Maryland,0.5731250070077477,53
TCU,0.5674470494578806,54
Utah,0.5643008510208887,55
Michigan,0.5607151266440176,56
Iowa State,0.5509334320024218,57
Army,0.5505062396986108,58
San Diego State,0.5495408523663763,59
UCF,0.5472467960577214,60
Florida State,0.5383127585858926,61
Cincinnati,0.536967271014834,62
Duke,0.5304820209223318,63
Marshall,0.5113222779104578,64
BYU,0.500874566921188,65
Virginia Tech,0.49638736587170773,66
Pittsburgh,0.49598035588146255,67
North Carolina,0.48422415822933834,68
Toledo,0.48355141444380906,69
Ole Miss,0.48353795956809853,70
Kansas,0.48217565340240165,71
Tulsa,0.47428436879814323,72
Syracuse,0.4609135860607487,73
Texas Tech,0.4581665489365042,74
Buffalo,0.4538295939991254,75
New Mexico,0.44423626761747786,76
Kentucky,0.4437754381243903,77
North Texas,0.4400248915200646,78
Arkansas State,0.43785529281173263,79
Southern Mississippi,0.43536277708634663,80
Texas A&M,0.42880352517743614,81
Kent State,0.42687611423189475,82
Florida Atlantic,0.4264522856470113,83
Troy,0.42386558579165123,84
Liberty,0.42075078206465066,85
Washington State,0.4204615022368731,86
Miami,0.41405025396077905,87
East Carolina,0.41127518584547074,88
Charlotte,0.4017390426855932,89
UCLA,0.37313734064381576,90
Western Michigan,0.36424030408019104,91
Arkansas,0.3406135423324027,92
Illinois,0.34052608564028386,93
Georgia Southern,0.3327491674795654,94
Georgia Tech,0.3318611456826668,95
Georgia State,0.3313330418110263,96
Louisville,0.32587372599145614,97
Fresno State,0.3187291869891352,98
Central Michigan,0.30563086548488005,99
Oregon State,0.2974839382421205,100
Old Dominion,0.28129772276228593,101
Northern Illinois,0.26092704093645935,102
UTEP,0.2609001311850382,103
Texas State,0.2581990648861381,104
Rutgers,0.2538766860641125,105
Middle Tennessee,0.2425880453429311,106
Purdue,0.24154304999607565,107
South Florida,0.23918396178815296,108
South Alabama,0.23783511049816677,109
Western Kentucky,0.2368159036630899,110
Miami (OH),0.23492885734468028,111
Northwestern,0.23113794611322278,112
Tennessee,0.20890376400148,113
Bowling Green,0.20656261562783812,114
Louisiana Monroe,0.20613878704295469,115
UT San Antonio,0.20363618016078577,116
Connecticut,0.20151030979851325,117
Houston,0.19190016482222746,118
Stanford,0.18821689259645463,119
Florida International,0.1865619428840526,120
South Carolina,0.1776009956608026,121
UNLV,0.175542399677083,122
Ball State,0.15120252951663357,123
Ohio,0.14747552894480137,124
Colorado State,0.13966160987587878,125
Vanderbilt,0.0795014968549228,126
Rice,0.0547781627367217,127
New Mexico State,0.03193851121800262,128
Akron,0.00832520434592482,129
UMass,0.0,130
