,PCT,Rank
Clemson,1.0,1
LSU,0.9481692954118367,2
Ohio State,0.9181466185257913,3
Georgia,0.8616644834357382,4
Oregon,0.8616048394248432,5
Penn State,0.8587475011085071,6
Utah,0.847214467599924,7
Oklahoma,0.8350702223348325,8
Baylor,0.8064907075441818,9
Alabama,0.8054915310065243,10
Minnesota,0.7996539431177552,11
Michigan,0.7765231224002872,12
Notre Dame,0.7704967237459794,13
Florida,0.741449716011064,14
Appalachian State,0.7298350541584848,15
Wisconsin,0.7262794535588353,16
Memphis,0.724521766854585,17
Cincinnati,0.7206050041173118,18
Boise State,0.7120419078989042,19
SMU,0.7052912649648444,20
Air Force,0.6680944602802588,21
Louisiana,0.6357197778763117,22
Iowa,0.6271273241696755,23
Louisiana Tech,0.613747370199109,24
Virginia Tech,0.6132698464981736,25
USC,0.6129374379763941,26
Texas A&M,0.6099855239543084,27
Oklahoma State,0.609468237579443,28
San Diego State,0.609053330799603,29
Navy,0.6057844921630314,30
Auburn,0.5987824834779671,31
Pittsburgh,0.580232638668947,32
Marshall,0.5800824138003843,33
Temple,0.5799444521863981,34
Miami,0.5723592576170267,35
Wake Forest,0.5718518190072001,36
Florida Atlantic,0.5695160870758641,37
Southern Mississippi,0.5665407149342285,38
Louisville,0.5621623614366251,39
Virginia,0.559007871455417,40
Indiana,0.5581189248537827,41
Iowa State,0.5461172863748653,42
UCF,0.5443166318278753,43
Illinois,0.532226084753278,44
BYU,0.5248397035535567,45
Western Michigan,0.5167960558265239,46
Washington,0.514268499398239,47
Utah State,0.5116927978716665,48
Miami (OH),0.5032983214036866,49
Central Michigan,0.5014930850277655,50
Hawai'i,0.5010784400667215,51
Texas,0.4992195350604928,52
Georgia Southern,0.49440314182555267,53
Tennessee,0.49159894427904816,54
Kansas State,0.488148881991512,55
Arkansas State,0.48704365617280043,56
UAB,0.4858454340068833,57
Western Kentucky,0.4849766010008234,58
Florida State,0.4822589894639049,59
Nevada,0.4796864002026984,60
Georgia State,0.4762978399949325,61
Tulane,0.4608098759175975,62
Toledo,0.45783662507126116,63
Wyoming,0.45780039272819406,64
Oregon State,0.44985120246616417,65
TCU,0.429178978484407,66
Liberty,0.40354775448153546,67
Buffalo,0.39828059373746333,68
Charlotte,0.39321168894237873,69
UCLA,0.3904894322332721,70
Boston College,0.39002742340744495,71
Kentucky,0.38365833491691476,72
Florida International,0.3834462363548067,73
Washington State,0.38281467874411435,74
California,0.37892221025738476,75
Troy,0.37877700217478516,76
Eastern Michigan,0.3716942758809991,77
Missouri,0.36312881062477564,78
Purdue,0.3395846624860117,79
South Florida,0.3271957095500517,80
Army,0.32610616329891684,81
Arizona State,0.3224468571187264,82
Louisiana Monroe,0.32237318468782333,83
Mississippi State,0.3175261333164418,84
North Carolina,0.31453835856506407,85
San José State,0.31445530288634105,86
Colorado State,0.31089324549735015,87
West Virginia,0.3108549228267984,88
Fresno State,0.31059377124638415,89
Coastal Carolina,0.3104903697134773,90
Michigan State,0.3096227444521864,91
South Carolina,0.30790570300458187,92
Ohio,0.30787746035767827,93
Ball State,0.30595631004412915,94
Kent State,0.3023396254302063,95
North Texas,0.302154143704736,96
Stanford,0.29629425898946393,97
UT San Antonio,0.29392159793923267,98
Northern Illinois,0.293106927640886,99
Syracuse,0.29266545047613013,100
Colorado,0.2791725259179494,101
Tulsa,0.2773380854852445,102
Nebraska,0.2770788539093347,103
Duke,0.27633386119380926,104
Texas Tech,0.2753190768775997,105
Arizona,0.2725918962859737,106
NC State,0.2705081184941196,107
Ole Miss,0.2506474525453432,108
Houston,0.25016509786533225,109
Bowling Green,0.2492389434344714,110
Texas State,0.23765351238360674,111
Maryland,0.23661113574459997,112
East Carolina,0.2335025710324247,113
Middle Tennessee,0.21598894026730853,114
Kansas,0.21045361373281812,115
Rutgers,0.15980460716623385,116
Connecticut,0.15705906266055755,117
UNLV,0.15189703764700915,118
New Mexico,0.14599005088574987,119
Georgia Tech,0.14119790544963154,120
Vanderbilt,0.13050490487954225,121
Arkansas,0.10642962775279241,122
Rice,0.10600784611811404,123
Northwestern,0.0885606722831021,124
South Alabama,0.08215595532188935,125
New Mexico State,0.08075515719684973,126
UTEP,0.06656782584827176,127
Old Dominion,0.0630727982939549,128
UMass,0.030186186947066207,129
Akron,0.0,130
