,PCT,Rank
Ohio State,1.0,1
LSU,0.9807753745818024,2
Clemson,0.9672043250706801,3
Oklahoma,0.9270934788981395,4
Oregon,0.8156536040797608,5
Baylor,0.8053293527799992,6
Penn State,0.7903977701467694,7
Georgia,0.7833255957299698,8
Utah,0.7632276763717614,9
Notre Dame,0.758577384164173,10
Wisconsin,0.752302338584969,11
Florida,0.7355475828503077,12
Minnesota,0.7254387735135042,13
Michigan,0.7095416882348344,14
Alabama,0.7026836558833983,15
Appalachian State,0.6887214805309692,16
Memphis,0.6870447016001048,17
Auburn,0.6770544152455154,18
SMU,0.6643843331597006,19
Boise State,0.638623328377412,20
Iowa,0.62705176849585,21
Navy,0.6067430383687759,22
Virginia Tech,0.6016968260207669,23
Cincinnati,0.587638478016631,24
Virginia,0.5805570510967997,25
Air Force,0.5706896322490853,26
Wake Forest,0.5693495613932984,27
USC,0.5609439194027905,28
Kansas State,0.5521045663326621,29
Louisiana Tech,0.5494389459105692,30
San Diego State,0.5403337118852602,31
Louisiana,0.5358192416773069,32
Texas,0.5336323295504336,33
Iowa State,0.532839312936408,34
UCF,0.5217474894059582,35
Florida Atlantic,0.5199490044736742,36
Temple,0.513590636941419,37
Oklahoma State,0.51060824679747,38
UAB,0.5090040644288559,39
Indiana,0.5031233573656226,40
Western Kentucky,0.49736136110250695,41
Louisville,0.4960728215483283,42
Arizona State,0.4921745621112077,43
Texas A&M,0.4724522736172735,44
Washington,0.47098633016815683,45
Utah State,0.4655599299004274,46
Pittsburgh,0.4530927603463817,47
Wyoming,0.44942427140121993,48
Georgia State,0.4431122652356524,49
Hawai'i,0.44284572338739814,50
Marshall,0.4368854592021703,51
Tennessee,0.43266920922682145,52
Tulane,0.4320503838330698,53
Boston College,0.4296289266854297,54
Central Michigan,0.4242026203266519,55
California,0.4210395839576425,56
Southern Mississippi,0.4093742979996948,57
Georgia Southern,0.40184083292693,58
Nevada,0.3940809385438567,59
Michigan State,0.39403390498677787,60
Kentucky,0.391425598680688,61
Washington State,0.38473372586286636,62
Florida International,0.3809471389970613,63
North Carolina,0.38036191818029363,64
Missouri,0.37996849404095806,65
BYU,0.37890721909250047,66
Florida State,0.3735574732422505,67
Miami,0.3681849495286339,68
Liberty,0.3673282255760239,69
Buffalo,0.3644138798814553,70
Duke,0.36221159139938325,71
Miami (OH),0.36104165390864135,72
Western Michigan,0.3573181738583872,73
Syracuse,0.3524833555032598,74
Oregon State,0.3453307851386415,75
Toledo,0.34401288173803524,76
Ball State,0.3425028925192772,77
TCU,0.3361615546340287,78
Nebraska,0.3360207109767653,79
Arkansas State,0.3354607417828555,80
Mississippi State,0.3352825025925049,81
Eastern Michigan,0.33518734316896154,82
West Virginia,0.3273761744982531,83
Kent State,0.3272512014538292,84
Troy,0.3260571787882612,85
Colorado,0.315573964346132,86
South Carolina,0.31037926217515965,87
Illinois,0.30886975485760115,88
Louisiana Monroe,0.30399497082965543,89
Houston,0.2948560679738694,90
South Florida,0.2922376096158417,91
Ohio,0.29003936910384615,92
Charlotte,0.28876136712256495,93
San José State,0.28790204090347726,94
Fresno State,0.27868346371602765,95
Coastal Carolina,0.2771791609314246,96
Arizona,0.2769837018048757,97
Army,0.2643965907491873,98
UCLA,0.25944596782886903,99
East Carolina,0.25733144961861354,100
Tulsa,0.25409750704848466,101
UT San Antonio,0.24764954049114282,102
North Texas,0.23932305880435223,103
Stanford,0.23740187935536744,104
Purdue,0.23688142605982307,105
NC State,0.23361085899852624,106
UNLV,0.23283654015104416,107
Northern Illinois,0.22516794998191758,108
Texas Tech,0.22431087263509455,109
Colorado State,0.22137673686459658,110
Georgia Tech,0.2213472445111824,111
Texas State,0.22116489309726206,112
Maryland,0.2151569344618817,113
Ole Miss,0.19642562759475993,114
Bowling Green,0.19118485566910795,115
Middle Tennessee,0.18268238366423142,116
Kansas,0.1798720001217851,117
New Mexico,0.15876254296149195,118
Northwestern,0.15376696236618528,119
Vanderbilt,0.14160319780739403,120
Arkansas,0.13046299139650666,121
South Alabama,0.1292110120800027,122
Rutgers,0.11339135226073196,123
Rice,0.10775118062086964,124
Connecticut,0.10757756768203497,125
UMass,0.0704080141306282,126
UTEP,0.05984711721512698,127
New Mexico State,0.05922032438820912,128
Old Dominion,0.05793917398575732,129
Akron,0.0,130
