,PCT,Rank
Clemson,1.0,1
Ohio State,0.9857701157859038,2
LSU,0.9774776162464065,3
Oklahoma,0.8843203216986688,4
Oregon,0.8413507243345977,5
Penn State,0.8230509040488827,6
Baylor,0.8058805137126255,7
Georgia,0.8019973991984888,8
Utah,0.8002694116418401,9
Michigan,0.7599689188922591,10
Notre Dame,0.7514523357466953,11
Minnesota,0.7431362731278761,12
Memphis,0.7370083598652328,13
Alabama,0.7343158626096071,14
Wisconsin,0.7190242124062041,15
Florida,0.703599663026661,16
Appalachian State,0.6894617302143315,17
Auburn,0.6731788434737875,18
Boise State,0.670017396199629,19
Iowa,0.6590384073505899,20
SMU,0.6587891415024271,21
Navy,0.655896549815524,22
Air Force,0.6320136964979086,23
Cincinnati,0.6286315956861924,24
Kansas State,0.5984751151086252,25
Wake Forest,0.5872581519412973,26
UCF,0.5863927147645787,27
San Diego State,0.5862865690575693,28
Louisiana Tech,0.5854999275850754,29
Florida Atlantic,0.5836803348292267,30
Virginia,0.5791095022314406,31
Indiana,0.5710914614345892,32
Virginia Tech,0.5709738910428724,33
Oklahoma State,0.5673767078918291,34
Louisiana,0.5667223317784683,35
USC,0.5614674455180487,36
Texas A&M,0.5409950336868945,37
Louisville,0.5303524205780419,38
Marshall,0.517188275693482,39
Iowa State,0.5132105466809102,40
Texas,0.5118046872972718,41
Temple,0.5016167766397761,42
Tennessee,0.501446998900972,43
UAB,0.5004881775764789,44
Wyoming,0.49524789573818884,45
Georgia State,0.48789365309071114,46
Georgia Southern,0.48024527674240125,47
Arizona State,0.4737337603832541,48
Pittsburgh,0.46644813508453453,49
Western Kentucky,0.4623923027728716,50
Hawai'i,0.45685136036425755,51
Central Michigan,0.45432037155183835,52
Washington,0.4512202074582131,53
Southern Mississippi,0.44996972378659617,54
Tulane,0.44679421536202835,55
Kentucky,0.44601705983986734,56
Buffalo,0.4449895998618428,57
Miami,0.43921348699528934,58
Boston College,0.4374565782088216,59
Utah State,0.4328421134352204,60
California,0.4277260703827048,61
BYU,0.42697183347047213,62
Florida International,0.422373847939055,63
Arkansas State,0.42050864698966317,64
Miami (OH),0.4195520040782449,65
Western Michigan,0.4129223793818539,66
Nevada,0.4120295229618373,67
Toledo,0.40388157630950106,68
Michigan State,0.3964596856804525,69
Liberty,0.39506933617181084,70
Illinois,0.3918745788845238,71
Florida State,0.39121672476691405,72
Oregon State,0.38627496008657236,73
North Carolina,0.38431898482414123,74
Washington State,0.38125543830970654,75
Charlotte,0.37670972936589026,76
Missouri,0.37417601125982836,77
Mississippi State,0.36828939053392273,78
Duke,0.35775520806902095,79
Ohio,0.35687301468806465,80
South Florida,0.35076641685115534,81
TCU,0.3506727344365541,82
Ball State,0.3462857939899149,83
South Carolina,0.34276048249175856,84
Coastal Carolina,0.3350519361373227,85
UCLA,0.3311946163775161,86
Kent State,0.32721751052956466,87
West Virginia,0.32692877758877603,88
Syracuse,0.3164544881679467,89
Eastern Michigan,0.3154100642641444,90
Louisiana Monroe,0.31501075422349023,91
San José State,0.3126763103149318,92
Colorado State,0.3112395004218132,93
Fresno State,0.30892998309807107,94
Nebraska,0.30166942286519455,95
Troy,0.3001549251160652,96
Colorado,0.28794179868275993,97
Stanford,0.2802609485336755,98
North Texas,0.27132961471297423,99
Houston,0.26853679860584967,100
Purdue,0.26285249866003624,101
Northern Illinois,0.26151608751131655,102
UT San Antonio,0.2592713100675834,103
Arizona,0.2556354214695615,104
Army,0.24113965368409168,105
NC State,0.23709378135396858,106
Bowling Green,0.23696637880935204,107
East Carolina,0.23469743642644977,108
Texas Tech,0.22794039320686219,109
Tulsa,0.22793208434525677,110
Middle Tennessee,0.2226139282341892,111
Georgia Tech,0.22054432928930381,112
UNLV,0.21560408790025648,113
Kansas,0.2114134443090455,114
Ole Miss,0.20126140023748001,115
Texas State,0.20066302372086245,116
Maryland,0.19407118836619613,117
Vanderbilt,0.1634077500544443,118
Rutgers,0.15818576901645956,119
Connecticut,0.14957529573475453,120
Northwestern,0.14804341861676712,121
South Alabama,0.14575508889011887,122
New Mexico,0.14281292099563678,123
Arkansas,0.11355305713058192,124
Rice,0.09801368567508373,125
New Mexico State,0.07587015405353775,126
UMass,0.06538409374543408,127
UTEP,0.055186766378119034,128
Old Dominion,0.05158889082194196,129
Akron,0.0,130
