,PCT,Rank
Florida State,1.0,1
Ohio State,0.9872274824129745,2
Alabama,0.946606947867612,3
Oregon,0.9324595855794209,4
TCU,0.8673479602914101,5
Baylor,0.8640446897545685,6
Michigan State,0.7845273405767154,7
Wisconsin,0.7788320911117436,8
Marshall,0.7370980993440264,9
Georgia Tech,0.7368125480095372,10
Boise State,0.7240170817318761,11
Arizona,0.7184832749110748,12
Mississippi State,0.6988802511236836,13
Missouri,0.6955713878395363,14
Northern Illinois,0.681309727824688,15
UCLA,0.6745211632864676,16
Kansas State,0.6736286110748665,17
Clemson,0.6699407760784306,18
Louisville,0.6510707107520025,19
Georgia,0.6496337073293086,20
Ole Miss,0.6437525185221505,21
Arizona State,0.6432039130070708,22
Colorado State,0.6379276502076159,23
Nebraska,0.6186550328248501,24
Cincinnati,0.5856849333570362,25
Air Force,0.5830881076083793,26
USC,0.5737574815064378,27
UCF,0.5695987264794786,28
Memphis,0.5601898807681824,29
Duke,0.556486585826195,30
Minnesota,0.5549907990020855,31
LSU,0.5533683086039731,32
Georgia Southern,0.5495733869806732,33
Auburn,0.5453495199827181,34
Utah,0.5402280346803778,35
Utah State,0.538660300789417,36
BYU,0.5156060387479864,37
Louisiana,0.505797994097142,38
Oklahoma,0.5026936607692765,39
Stanford,0.5018156189480297,40
Louisiana Tech,0.496910367450796,41
Western Michigan,0.49222903646609084,42
Toledo,0.47829813375137475,43
East Carolina,0.47121546088398425,44
West Virginia,0.4680943619721713,45
Washington,0.46740194449643485,46
Boston College,0.46683905000170767,47
Western Kentucky,0.46470715021639275,48
Rutgers,0.4584300859128761,49
Arkansas,0.4529561375908411,50
NC State,0.4511820717468041,51
Rice,0.4449805861022504,52
Maryland,0.4442571437365189,53
Appalachian State,0.442197642139777,54
Navy,0.4410471130457848,55
Texas,0.42623814692902207,56
Iowa,0.423245920461605,57
Texas A&M,0.42275238914795255,58
UTEP,0.42193354615852025,59
San Diego State,0.4216723213657394,60
North Carolina,0.42077755172694514,61
Nevada,0.4199209639184312,62
Florida,0.41852903739159597,63
Houston,0.40871090101918317,64
Arkansas State,0.4020284359937378,65
Notre Dame,0.40130475623920703,66
Central Michigan,0.3993648203668902,67
Texas State,0.39907157506220975,68
Illinois,0.39409211300422414,69
Tennessee,0.3850564910421576,70
Miami,0.3804818713029025,71
Bowling Green,0.3768777117080504,72
Oklahoma State,0.36989798070889096,73
Pittsburgh,0.3548223379497645,74
Virginia Tech,0.35015830086358973,75
Ohio,0.3493460939701366,76
South Carolina,0.34810459910682967,77
Middle Tennessee,0.3381130744949606,78
Old Dominion,0.3346476728034272,79
Fresno State,0.3342186929824955,80
UAB,0.3338500167643285,81
Temple,0.33102758263557897,82
South Alabama,0.3278521028055365,83
Buffalo,0.30350438804988494,84
Penn State,0.3024091759413192,85
Ball State,0.2957378385158389,86
Michigan,0.29406718516747765,87
Virginia,0.28947285406508433,88
Northwestern,0.28791510606676907,89
Kentucky,0.2518396292998929,90
California,0.24902862490230748,91
Akron,0.2477934828869806,92
Oregon State,0.23218897564951252,93
New Mexico,0.22478882493671756,94
UT San Antonio,0.20831077817238866,95
Florida International,0.2014549599762868,96
Wyoming,0.19786240690915216,97
South Florida,0.1967492018086429,98
Army,0.18827740252320838,99
North Texas,0.18181091814348568,100
Indiana,0.1797221044252357,101
Texas Tech,0.17638192532530966,102
Louisiana Monroe,0.1690982758633494,103
Hawai'i,0.16088900555653782,104
Troy,0.15040250247237474,105
Tulane,0.14891521039063854,106
Southern Mississippi,0.1364367494633679,107
Washington State,0.13106383974901606,108
Florida Atlantic,0.12843107927087172,109
Wake Forest,0.12674179090176893,110
San José State,0.12276514275743872,111
UMass,0.11789755826390227,112
Kent State,0.1120972057380907,113
Kansas,0.10885751223784962,114
Vanderbilt,0.10149187731694642,115
Syracuse,0.08964913819888232,116
Eastern Michigan,0.07818525002363025,117
Miami (OH),0.07709674145104356,118
Purdue,0.07465658151949534,119
Tulsa,0.06834841928327617,120
Connecticut,0.06128218559023413,121
New Mexico State,0.04111167474788391,122
UNLV,0.034878337917707,123
Idaho,0.026519406838441673,124
Colorado,0.022493656979065413,125
SMU,0.009670952619274253,126
Iowa State,0.0004320772882450141,127
Georgia State,0.0,128
